Title,Date,UserID,ReviewText,Brand,Product,CelebrityBranded
Flaunt your real lashes,15 Dec 2024,mariyaind,"The fenty beauty Hella thick mascara's best feature is the applicator tip, glides on smooth, and gives a great even application without clumping, almost like fake lashes.i am obsessed.",Fenty Beauty,Mascara,Yes
,15 Dec 2024,Aleesee,"The formula is very dry, a little bit clumpy. However it does give extra amount of volume. This mascara weighs down my lashes, even with using eyelash curler prior. I like how this lasts all day and easy to take off.",Fenty Beauty,Mascara,Yes
Makes my lashes look phenomenal!!!,15 Dec 2024,Naturality,This mascara looks so fancy. It makes my lashes look longer and with volume. It is long lasting. It doesn't have any weird smell. My makeup looks way better with this mascara.,Fenty Beauty,Mascara,Yes
Black and long lasting,15 Dec 2024,nasR05,"I have short, flat and light natural lashes.
This helped with some volume and dimension even without curlers. The pictures are without any eyelash curler. Great staying power, the only thing is I had very small amount of shedding under my eyes, after 2-3 hours of applying it. But then when I dusted it off, it didn’t shed anymore. It’s good.",Fenty Beauty,Mascara,Yes
I love this mascara,14 Dec 2024,Selyna7,"It is a very good product, very nice packaging. Its ingredients are natural, at a very good price and with very good durability and easy application.",Fenty Beauty,Mascara,Yes
Love this mascara,14 Dec 2024,HeatherM81,"I received this product for free from Influenster for my The packaging is sleek. When I first used it, I couldn't believe how dark and long my eyelashes looked. I will most definitely be buying this product when I go buy mascara.",Fenty Beauty,Mascara,Yes
Highly Recommend For Those In Search of a Go-To Ma,14 Dec 2024,boxodh,"I received the Fenty Beauty Hella Thicc mascara in the Shade ‘Cuz I’m Black’ for free, and here a couple things i loved about it; 1) the application wand is precise and allows me to reach every lash without clumping up up too much in the corner or outside edge and 2) the life of the product is impressive and it stays looking fresh throughout the day. My one critique is the product has been rubbing off on the top of my lids, but that has been more occasional than inevitable. Overall love this and recommend!",Fenty Beauty,Mascara,Yes
Love it!;,14 Dec 2024,headndacloudz,"Fenty Beauty by Rihanna Fenty Hella Thick Volumizing Mascara Cuz I'm Black is a great mascara that doesn't clump up on my lashes. I like that this mascara doesn't feel heavy and doesn't weigh down my lashes. It leaves them looking very thick and full. The packaging looks premium and I like the applicator wand as it allows for a smooth application. 
 Overall, this is a great product that I recommend to those who are in the market for a similar product.",Fenty Beauty,Mascara,Yes
Great mascara,14 Dec 2024,JohnnyCatJones,"A lot of mascaras go on gloppy, but this one has a more controllable application. It looks more natural, but my lashes look much longer. Ideal! I don't have to spend much time brushing out clumps of mascara. It stays put, too. I am a fan! I received this in exchange for a fair and honest review.",Fenty Beauty,Mascara,Yes
Stays on. For a really long time.,14 Dec 2024,theagave,"As far as “volumizing” goes, I’ve had better mascaras—this one runs pretty middle of the ground. That said, this mascara is VERY transfer-proof. It doesn’t flake off, I can’t cry it off, washing my face hardly does anything. If you want a long-lasting, impenetrable barrier of mascara on those lashes, Fenty might be your girl.",Fenty Beauty,Mascara,Yes
Okay mascara,14 Dec 2024,LKF723,"I got this for free for my honest review. The outside packaging was very on brand. The mascara component was small and made out of cheap plastic, I expected it to be a little more high end. It applied smoothly. I loved my initial results. My lashes were thicker and longer. It lasted through a major cry session. After a few hours it did become dry and start to flake.  I was happy to try it out , but this won’t be a repurchase.",Fenty Beauty,Mascara,Yes
Lasts all day,13 Dec 2024,Slavago2,Im surprised by the negative reviews cause I really loved this mascara. I’m usually indifferent about mascaras and go for the drugstore ones since I have never really found one I like but this changes things. I have oily lids and struggle with raccoon eyes and flaking with most brands of mascaras luxury and drugstore. This was after 6hr+ and no raccoon eyes. And also I like the wand. It’s nothing crazy but does have a more triangle shape so the tip is smaller and easier to get into the corners.,Fenty Beauty,Mascara,Yes
Elongates the lashes!,13 Dec 2024,TraTra0319,I received this product for free. This is a great addition to my mascara collection. It separates and makes the lashes look longer without clumping. The packaging feels super lux too! Definite buy for sure!,Fenty Beauty,Mascara,Yes
,13 Dec 2024,Maryding,"The packaging is very nice, I like it very much, and the brush head is also very comfortable. It can not only make eyelashes thicker, but also make them longer and curlier, especially for my lower eyelashes. After using this mascara, my lower eyelashes become clear and obvious immediately.

✅It is also very easy to remove makeup. I use makeup remover to remove it very cleanly, and I don’t need to pull the eyelashes. I just press it gently, and the mascara will come off in a while. Just make sure to clean the lower eyelashes as well.",Fenty Beauty,Mascara,Yes
Super Thick Lashes!,13 Dec 2024,muffin33,"The Hella Thicc mascara by Fenty Beauty definitely made my lashes hella thick! All I needed  was  1 coat to achieve  desired  thickness,  2 coats made my lashes stick together.  The applicator itself is medium size, and effectivly holds enough product without having to re dip. The only issue I found was that it tended to be a bit clumpy, both on the end of applicator and on my lashes. Overall I enjoyed the final look. I would  recommend this mascara for anyone who wants very thick lashes.",Fenty Beauty,Mascara,Yes
Fenty Mascara,13 Dec 2024,whymewhyme,This is a good mascara. I wish that it had a better fan effect like some other mascaras but it works pretty well overall. I also wish that it was easier to get the product out of the container on the brush.,Fenty Beauty,Mascara,Yes
Great mascara,13 Dec 2024,gabriellevin,I really like this mascara. It makes my lashes look super full and long. It does not clump which is a huge plus. The only negative is it takes a little work to remove.,Fenty Beauty,Mascara,Yes
Thickens my non-existent lashes,13 Dec 2024,ishmichele,"The mascara definitely does the job of thickening your lashes. My invisible lashes looked normal for once. Maybe I should have used a primer, but I did experience clumping. Maybe I just need to adjust how I apply this particular mascara. It is long lasting, so that’s a plus.",Fenty Beauty,Mascara,Yes
Creates Hella Thicc Lashes,13 Dec 2024,Brittanydimeler,"Product does exactly what it says, “hella thicc!” I did two applications on the top lashes and it definitely made my lashes look thicker and fuller. I think it even added a little length to them too. My only suggestion would be to not wear it on your bottom lashes. I did that and it bled onto my under eyes. Made me look a bit like I had 2 black eyes. 
I very much enjoyed this product and would consider buying again. The application was smooth, didn’t make my lashes look chunky/clumpy and stayed on all day.",Fenty Beauty,Mascara,Yes
Good mascara,12 Dec 2024,fiorentr,Loved this product! Not clumpy and highly recommend.,Fenty Beauty,Mascara,Yes
A solid everyday mascara,12 Dec 2024,semosyrp,"This mascara didn't really wow me, but as a basic everyday mascara, it definitely does the job.  It didn't smudge at all after wearing it all day, and it did a decent job of making my lashes look longer.  It was a little bit clumpy going on, but nothing that I wasn't able to easily fix with a lash comb.",Fenty Beauty,Mascara,Yes
,12 Dec 2024,epark23,It comes in super cute packaging. The mascara goes on easily with no clumps. Works well to make lashes darker without adding too much weight or bulk.,Fenty Beauty,Mascara,Yes
"Delivers as promises, lasts all day",12 Dec 2024,katiek8k8,"I received this product for free from Fenty Beauty and Influenster in exchange for my honest review.

I don’t usually use brush mascara because I prefer the ones with combs, usually they result in less clumps. This mascara is fantastic - this was a single application, and it wore all day without flaking or running. I rubbed my eyes several times during the day and it still looked great.",Fenty Beauty,Mascara,Yes
Poor Ingredients in Product,12 Dec 2024,MMamaw,"I am always concerned with ingredients in beauty products. This product is full of ingredients that are bad for your skin and cause cancer. (See pics) If you don't care about that, the coverage is decent, but it definitely feels kind of sticky on your lashes. It does provide a natural look versus and thick goopylook so I have it some stars for that.",Fenty Beauty,Mascara,Yes
I love it!,12 Dec 2024,gilmoregirl24,"The actual mascara tube is great. It is easy to hold and a bit of a unique design but still practical. It doesn’t have an overwhelming smell and doesn’t smell good or bad in a way that is noticeable. It really does make my lashes look very thick and I enjoy that but it almost makes them too long sometimes where it has been getting on my upper eyelid. It’s a great value and I am touching my eyes a lot and it doesn’t smudge very much which I enjoy. Overall, I really enjoy it and will be purchasing again",Fenty Beauty,Mascara,Yes
Mascara is Gorgeous!,12 Dec 2024,cherrylips777,"Like it says in the name it makes my lashes hella thicc, it’s very voluminous and lengthening. Very beautiful and it makes natural lashes look like natural but better and gives a false lash look.",Fenty Beauty,Mascara,Yes
Real Thick and Gorgeous!!,12 Dec 2024,Eins101,"This Hella Thicc mascara gives bold, defined lashes that last all day without smudging or flaking. The formula is rich and long-lasting. It is super pigmented and give real black color. The brush is super easy to use and it coats each lash for a full-voluminous look. The packaging is also gorgeous and easy to hold. Perfect for long days or special occasions!",Fenty Beauty,Mascara,Yes
Flex that gorgeous eyelashes,11 Dec 2024,glamsha16,"Fenty mascara is truly and remarkably volumizing the eyelashes. I do have a short and thin eyelashes, but this mascara gives that extra thick for full lash effect.",Fenty Beauty,Mascara,Yes
,11 Dec 2024,Monireyes,I like this mascara but I don't think it works for me. My eyelashes grow straight down and this mascara brings them down even more. After more then two coats it tends to a little clumpy for me. I was sent this to try out for free.,Fenty Beauty,Mascara,Yes
Love!!!,11 Dec 2024,Tmbrom,The packaging is super cute. The product goes on so smooth and it really added volume to my tiny lashes and allowed people to actually see them. I’m really happy with this product.,Fenty Beauty,Mascara,Yes
Beautiful Buildable Boldness!,11 Dec 2024,CherryPuff,"I received a complimentary product for testing purposes and I have really loved using this mascara over the past couple of weeks! 

The first test I did to try it out, was taking the application wand and seeing if I could get a good application with just a single dip.  I was able to get a decent every-day amount of mascara on both of my lashes using just a single wand of product! It’s also a very buildable mascara—I have 2 coats on in my review pictures and I think that’s the perfect amount of drama for some “Oomph” in your look without going over the top for the office or workplace. The formula also has a lot of staying power—I tried it out as a solo product and even without any setting spray or other products, there was minimal fallout or flaking by end of day.

I also liked the shape of the wand, the geometric body and top shape make holding onto the wand a lot easier than some more standard/circular product designs. Overall I’m stoked that I had chance to test this product out and looking forward to integrating it into my routine!",Fenty Beauty,Mascara,Yes
A mascara that does the job,11 Dec 2024,jsuajxls,I Received this free product the packaging was amazing! The mascara is a good size and the wand was very sturdy. I defiantly recommend. A little goes a long way.,Fenty Beauty,Mascara,Yes
,11 Dec 2024,tmadison742,"I received this product in exchange for a review. It went on smoothly and evenly coated my lashes. They were extremely voluminous and stood out. I really liked the product, the only con is there is fallout after only a couple hours.",Fenty Beauty,Mascara,Yes
,11 Dec 2024,JeCar17,"I received this product for free. I have fairly long lashes and typically use a volumizing drugstore mascara. I've read other reviews saying this mascara was clumpy. I didn't find it to be clumpy as long as I wiggled the brush from root to tip with every stroke. I found any clumps would disappear after that. As far as whether it added volume, I think my drugstore mascara did that better. This mascara provided more length than volume. The black is a very good black. There was minimal flaking after being on all day. I didn't experience any eye irritation and I have sensitive eyes. Overall, I still think there are drugstore mascaras that can provide the same effects. I don't think you need to spend this amount of money on a mascara.",Fenty Beauty,Mascara,Yes
Perfect for everyday use,11 Dec 2024,Normilkyway,"Fenty beauty mascara is a great product. It doesn't spread with just water, nor does it smudge. It's perfect for everyday use, which gives volume to the lashes 😍. Great value for the price and love the packaging.",Fenty Beauty,Mascara,Yes
Amazing holy Grail,11 Dec 2024,ginamaria33,Holy Grail  perfect formula that is non irritating and looks so smooth it never clumps or flakes and stays on all day,Fenty Beauty,Mascara,Yes
Bam!,11 Dec 2024,AudreyAnneA,"Really makes your eyes pop! The first picture is me the holidays with just eyeliner. The next is with the product. Thank you, Fenty beauty.",Fenty Beauty,Mascara,Yes
It got me hook!,11 Dec 2024,LinhLinhMi,"Fenty Mascara is fantastic! It gives my lashes bold volume and noticeable length without clumping, making them look full and dramatic. The brush evenly coats every lash, even the tiniest ones, for a smooth application. The formula lasts all day without smudging or flaking, and after using it, my lashes looked lifted, defined, and perfect for any occasion.",Fenty Beauty,Mascara,Yes
SHE'S THICK!!!,11 Dec 2024,BmorebeautE,I absolutely love this mascara! The lashes that I didn't think existed came to life with this mascara. It doesn't say that it's waterproof but it stays on and I mean on! Fenty has some amazing products and this is one of those that I will be buying! I did get this as a gift in exchange for my review and this is my honest opinion.,Fenty Beauty,Mascara,Yes
Love the application,11 Dec 2024,Neeek,I finally got to try this mascara and the application was very easy to use and worked perfectly on my lashes . The packaging is super cute and fancy . There is no scent so that’s another plus ! The value and effectiveness is also a thumbs up . I would definitely recommend this to my family and friends .,Fenty Beauty,Mascara,Yes
Like but not Love,11 Dec 2024,randiemmans,I like but do not love this mascara! It certainly creates volume but it’s a bit clumpy and there’s a lot of fall out onto my skin throughout the day. I do like that it creates a dramatic look so would likely use for nights out!,Fenty Beauty,Mascara,Yes
"Quick building, long lasting mascara",11 Dec 2024,Jackie817B,"The Fenty Beauty Hella Thicc Volumizing Mascara lives up to its name - it builds quickly and with great definition. It wears well, with minimal smudging. It also comes off easily at the end of the day using micellar water.  
The packaging is sleek, with a glossy, angular tube that provides easy-to-hold brush handle. I would recommend and purchase myself after trying this free sample from Influenster.",Fenty Beauty,Mascara,Yes
Perfect!,11 Dec 2024,yfeng3,I love the packaging it’s easy to use it doesn’t have a strong sense and it’s super easy to apply. It lengthens my lashes so much and def is great value for the price. I would get it again,Fenty Beauty,Mascara,Yes
Get it!!!,11 Dec 2024,CuteTish7,"Lete say, Ms. Rihanna Fenty knows how to package a product. It went on brilliantly, and the volume was like that of a voluminous false lash. Definitely value for money. By the way, the scent was non- offensive.",Fenty Beauty,Mascara,Yes
Perf,11 Dec 2024,Makksjsniss,I loved this mascara! The packaging was not bulky and the mascara did not leave clumps. It is dark black which is nice and does not have any odor. It has a great applicator to get all lashes!,Fenty Beauty,Mascara,Yes
Great staying power,11 Dec 2024,nazer95,"mascara free in exchange for my personal opinion. I like the packaging & easy to handle the wand when applying. It can be a little thick, but I liked the look. It is bold & stays on. It did get under my eyes after a few hours. I wear contacts and it didn’t bother my eyes. I was impressed with this mascara.",Fenty Beauty,Mascara,Yes
A Must Have & My Go To!!,11 Dec 2024,St63,"Received complimentary! Fenty Beauty Hella Thicc Volumizing Mascara does what it says! Cute/sleek tube. The tapered Brush is perfect for making sure every lash gets coated, instantly adding volume/lift! I love Fenty! I’ve Yet to be disappointed and I have tried almost a dozen different products! I can’t wait to try more, I absolutely recommend Fenty Beauty to everyone!",Fenty Beauty,Mascara,Yes
Volumizing and lenthing mascara for my lashes.,11 Dec 2024,rash1985,"When I first try this mascara l like it so much, it give amazing length and volume to lashes, it doesn’t look clumsy . It applicator work perfectly on lower lashes also. It stay long and give beautiful look to eyes.",Fenty Beauty,Mascara,Yes
Want thicc voluminous lashes?? Yes Please,11 Dec 2024,ctaylor5400,I have used the Fenty Hella Thicc mascara for over a week now and I enjoy it. It is a drier formula than I have used in the past but it coats the lashes very nicely without looking clumpy. I do recommend two coats to get the thick voluminous look. I like that it doesn't flake. I have hooded eyes and it dries fast so there is no mascara on my lids. Very black in color. The tapered brush makes it easy to get the inner corner lashes. I would recommend this mascara to family and friends  It's also cruelty free!,Fenty Beauty,Mascara,Yes
Worth it !!,11 Dec 2024,Daniinieves,"I received the Fenty Beauty Hella Thicc Volumizing Mascara for free for my review and I absolutely love it!  Riri you did it again! This mascara truly lives up to its name. From the first application, I noticed incredible volume in my lashes without any clumping. The formula is smooth and glides on easily, leaving my lashes looking thicker and more defined. Plus, it lasts all day without flaking. I would definitely recommend this mascara to anyone looking for a dramatic, voluminous lash look. It's a 10/10!",Fenty Beauty,Mascara,Yes
Great but not for me!,11 Dec 2024,Madi618,"I received this product for free to review. The packaging is great and Fenty has a great line of products! This mascara works really great! Unfortunately, my eyes are super sensitive with mascara, so it didn’t work out for me.",Fenty Beauty,Mascara,Yes
It’s Thick!,11 Dec 2024,AngSal83,"I received this product as a free sample. I love how this mascara looks on me. It’s dark, thick and makes my eyelashes look amazing! It doesn’t wear well though. Throughout the day small flakes will drop on my under eyes leaving black streaks making me look crazy!! Also, you will need an eye makeup remover to fully remove this mascara as just using face wash will leave you with raccoon eyes.",Fenty Beauty,Mascara,Yes
You need this!,11 Dec 2024,CassieLynnFF,"You need this. I love how soft and fluffy it made my lashes! I don't like spikey spidery lashes and this gives so much separation and volume.  Fluttery lashes! Absolutely get it, your lashes will thank you",Fenty Beauty,Mascara,Yes
Long and thick lashes,11 Dec 2024,lexie0325,"I absolutely love this mascara! Not clumpy at all! Super dark and makes my lashes long and thick! Even my daughter who is getting into makeup noticed a difference. The packaging is sleek and beautiful. The applicator is also really good, and makes the product go on smooth. I love this and will definitely be continuing to use it. Thank you fenty!",Fenty Beauty,Mascara,Yes
"Very, Very Black Mascara is Just Okay",11 Dec 2024,AvaYoung14,"I found this mascara to be very, very black. However, I didn’t find it to be super helpful to my lashes because it was a little clumpy for me and seemed to weigh my lashes down, even with the first coat. I applied to coats as I normally would. You can see in my photos a before and after. I think the packaging is fun and a unique shape. I didn’t notice any scent when using the mascara, which is good. All and all, I wouldn’t go running to buy this, but I think it’s a fine black mascara.",Fenty Beauty,Mascara,Yes
"Great product, thick and lush lashes",11 Dec 2024,ivfmommy,"What a great product.  Doesn't flake, leaves my lashes looking tick/full.  And removes completely when doing my skin care routine.  Thanks influenster for the opportunity to try this amazing product.",Fenty Beauty,Mascara,Yes
It’s Pretty Good…,11 Dec 2024,BlondeWisteria,"Although, I’m partial to saying it’s a great mascara to hold your lashes sky high, it did flake on me, which is a con of this mascara. Clumping wasn’t an issue, but I normally apply two coats, no more than two. Length and volume are both present.",Fenty Beauty,Mascara,Yes
,10 Dec 2024,Kynndallb,Love love love this mascara. When you layer it as ur final coat it really does enhance your lashes.,Fenty Beauty,Mascara,Yes
Good product,10 Dec 2024,mckmci,Love the wand and the way that it applies! It’s a full size product and works well on long lashes. There seems to be a lot of product in the tube and I don’t notice a smell.,Fenty Beauty,Mascara,Yes
Great every day mascara,10 Dec 2024,rachelk20,"I don’t typically go for a brush like this for my mascara, but I was pleasantly surprised by how much I liked it! It made my lashes look really nice, almost a mix between natural and thick. I am definitely reaching for it more than I expected, it’s a great every day mascara!",Fenty Beauty,Mascara,Yes
Thick and 🖤,10 Dec 2024,rdyk,"I had the opportunity to try Fenty Beauty’s Hella Thicc Volumizing Mascara thanks to the Influenster app, and I am beyond impressed!

Packaging: The sleek design feels premium and is easy to handle. It’s compact and perfect for carrying on the go.
Application: The wand is amazing—it coats every lash evenly, giving a bold, voluminous look with minimal effort.
Effectiveness: My lashes looked fuller, thicker, and more defined after just one coat. It’s buildable without clumping, and the formula stays put all day without smudging.
Value: Considering the quality and performance, it’s totally worth it.

Influenster made it so easy to discover and review this fantastic product. If you’re looking for dramatic lashes with a trustworthy mascara, Fenty Hella Thicc is a must-try!",Fenty Beauty,Mascara,Yes
Amazing lashes,10 Dec 2024,YllaMarciana,"As it promises, it gives you really thick lashes.  Long lasting, doesn't transfer, doesn't clump. Nice formula, I'll add it to my favorite mascaras.",Fenty Beauty,Mascara,Yes
Superb,10 Dec 2024,andibell222,I love this mascara in every aspect.  The packaging is great its easy to hold. I love the brush. I work 12 hour shifts and this lasted all day while I was working . That rarely happens.  At the end of the day there was no flaking.,Fenty Beauty,Mascara,Yes
"Good, not perfect",10 Dec 2024,hdev215,"This product worked great! The mascara tube and wand was a little dry, but application looked good!",Fenty Beauty,Mascara,Yes
"Thick, volumizing mascara",10 Dec 2024,KaraHolmes,"Cute packaging, like the design of the tube although the functionality of the packaging is very good it can’t stand on its own. No strong smell but is very thick and does what it is supposed to. Adds volume as it is supposed to and is a good mascara overall. I don’t know how well it works in terms of being waterproof or if it smears throughout the day, I haven’t worn it for a long period of time yet. Short term it definitely makes your eyelashes stand out.",Fenty Beauty,Mascara,Yes
"Pretty, but subtle",10 Dec 2024,cloverheart,"I got this free by Influencer in exchange for a review. I haven’t tried a high end mascara before this. I have really straight lashes and it’s really hard to hold a curl. For anyone else who struggles with this - I add a little vaseline on a curler before curling and it really helps keep them up. Then I usually apply the mascara. Anyway, I wore this on Thanksgiving and my lashes managed to stay curled all day. The brush is thick and tapers slightly toward the top. For me personally - maybe I haven’t been adding enough, but it doesn’t seem super volumizing. It did lengthen a lot though. I honestly do like the effect. My usual go to mascara is L’oréal Lash Paradise and I feel like it looks similar. I do honestly think I will consider repurchasing once running out.",Fenty Beauty,Mascara,Yes
New favorite mascara,10 Dec 2024,braeken,This is superior mascara. It is thin and buildable and makes my lashes look unbelievably long and thick. It is thinner than I am used to so I made sure to take some off of the brush and made sure to build instead of slapping a bunch on in one stroke. The brush coats lashes from root to tip.,Fenty Beauty,Mascara,Yes
,10 Dec 2024,Somuriella,This mascara is hands down one of the BEST mascaras I’ve ever used. The wand is amazing not only for the top of my lashes but the bottom as well. It’s buildable and really adds volume and length to my lashes. The perfect mascara 10/10,Fenty Beauty,Mascara,Yes
One coat only!,10 Dec 2024,bok88,"Ooh I’m torn on this one! Ii love how wet the formula is, and sleek. It is a bit messy, and I usually do not have any reactions to mascara, but my eyes were slightly irritated after a few hours, nothing terrible. I do not like that it was not a great experience trying to apply a second coat, one coat is nice id you can get away with one coat. I personally need a few coats, and that turns messy with this particular mascara. Lovely one coat.",Fenty Beauty,Mascara,Yes
"Overall a nice, long lasting mascara!",10 Dec 2024,LorenDay,"I was excited to try the Fenty Hella Thicc Vilumizing Mascara and it worked well. I have pretty straight lashes and need to curl them in order to get the look I want, and after hours of wearing my lashes were unfortunately straight again. I may not have curled them well enough or put on enough mascara, so I’m willing to try it again because I think it is a nice, long lasting mascara! It’s a pretty waterproof even though that’s not advertised because it took a long time to remove it.",Fenty Beauty,Mascara,Yes
Pretty Decent,9 Dec 2024,trtaylor,"I love the name of this product and it does live up to the name - Hella Thicc. My lashes did appear thicker after just one application. I really like the shape of the tube as well, it feels premium.",Fenty Beauty,Mascara,Yes
"Volumizes, lengthens and curls my lashes very well",9 Dec 2024,nloach,"The packaging is chick, classy and durable. No scent.
Aoplication is easy and the wand seperates lashes very well. It Lengthened and curled my lashes beautifully. Also it gives good voluminous lashes and with this i dont need to wear lashes. Great performance according to the price point.",Fenty Beauty,Mascara,Yes
It's a yes!,9 Dec 2024,dreamingofdelta,"Okay, Hella Thick mascara is amazing! It lasted all day without smudging or clumping, giving my lashes a bold, flawless look. Highly recommend!",Fenty Beauty,Mascara,Yes
Daily go to for work,9 Dec 2024,,"Let’s start with the pros- 
Classy and sassy packaging
Product design itself is sleek, classy, and unique
No heavy scent is a huge plus
Application was light and easy
It’s effective in spreading the lashes and having a clean look
The value is also pretty great honestly. It’s not overpriced

The cons- 
The packaging doesn’t state if it’s waterproof or not. 
It did run just a little with sweat, but not much at all and wasn’t really noticeable to anyone else.
I wish the wand was a little curved or spread out to really pull the length, but even so, it still did an amazing job. 


All in all I think this is a great product and over the last few days it has definitely become my go to for work days.",Fenty Beauty,Mascara,Yes
It helps give my eyelashes so much volume,9 Dec 2024,Beauty2590,"This mascara helps give my eyelashes so much volume. I have very straight lashes so it’s hard to get them to look full. You don’t need that many coats, I only used about two and my eyelashes looked very voluminous. I like that the wand is very easy to work with as well.",Fenty Beauty,Mascara,Yes
Good mascara,9 Dec 2024,EthelGrace22,"I am pleased with the added length that this mascara provides to my lashes. However, on occasion, I experience watery eyes which causes the mascara to run down my face. While it is easy to remove the mascara from my eyes, it becomes a challenge when my eyes are teary. Packaging is nice, there’s no scent.",Fenty Beauty,Mascara,Yes
Love this mascara!,9 Dec 2024,BBCrans,This mascara is awesome! It makes my lashes look so long and doesn't clump them up at all. I love that the color is super black to really make my eyes pop. The brush works well to comb my eyelashes out and separate each one. I really like this mascara and would definitely buy it again. I have already recommended it to friends and family.,Fenty Beauty,Mascara,Yes
It’s just ok,9 Dec 2024,JpRN1,I received this mascara complementary from influencer in exchange for my honest review. This is mascara is just ok. The formula seems a bit goopy so be careful not to let it transfer. It does thicken the lashes nicely and add some length but if you typically use two coats expect some clumps. It did however last all day and did not transfer once dry. Easy to wash off with makeup remover.,Fenty Beauty,Mascara,Yes
Good product - stays on for a while,8 Dec 2024,remyas,I like the packaging. The wand is easy to hold and use. The color is good but I do feel that it clumps a little bit. I have to use an eye lash comb to separate out my lashes but this is true for most mascaras. All in all a good product.,Fenty Beauty,Mascara,Yes
New fave!,8 Dec 2024,Pikaa,"This mascara is so dark, and I loved the volume and length it gave my lashes. I did not experience any flaking or smudging. This mascara lasted all day!",Fenty Beauty,Mascara,Yes
Great Easy To Wear Mascara,8 Dec 2024,SampleRaccoon,You get a lot of pay out with very little effort with this mascara. It really lifts your lashes. The brush is simple and effective and the tube feels nice in hand.  Definitely recommend.,Fenty Beauty,Mascara,Yes
Works great,8 Dec 2024,mnguyen0929,"I heard the hype about this product - and um its amazing. The formula is not too sticky or too slick, barely any clumps even with a lash conditioner applied prior.  I was most skeptical about the brush, as typically my lashes won't cooperate but this was magical, highly recommend to my friends and family. This is by far my favorite mascara. It does not clump and fans out my lashes perfectly.",Fenty Beauty,Mascara,Yes
Dry and impossible to remove,8 Dec 2024,,"I received this item as part of a promotion. I don’t like this at all. The formula feels very dry and flaky, and it does not go on smooth. I also found that removing it was nearly impossible. It’s not waterproof, but it would not come off my eyelashes even after scrubbing. I’m really let down by this and would not recommend.",Fenty Beauty,Mascara,Yes
"If you want volume and lift, you need this mascara",8 Dec 2024,GiniRae,"Grateful to @influenster for sending me the @fentybeauty Hella Thicc Volumizing Mascara complimentary to try. The color Cuz I'm Black is a rich black that lasts all day without flaking or smudging. It adds lift and volume. The first time I used it there was no clumping at all. But the 2nd time the brush was full of clumps that transferred to my lashes. Once I wiped off the top and the brush it was fine. So I highly recommend doing that after each use. Other than that I do love it! As much as I liked her other one I like this even more. And the price is excellent too! I highly recommend it!
#influenster #fentybeauty #complimentary #honestreviews #volumizingmascara #makeupreview",Fenty Beauty,Mascara,Yes
Not the best of Fenty beauty,8 Dec 2024,Ruthiiiie,This mascara definitely volumizes but it smears really bad. If you do a full face after a few hours your under eyes will look black.,Fenty Beauty,Mascara,Yes
works well!,8 Dec 2024,amyhab,"i really like this formula! i’m so picky when it comes to mascara, but this one held my lashes up. i used the clinique lash primer underneath and the fenty mascara on top, and it definitely held up.",Fenty Beauty,Mascara,Yes
Lives up to its claims,7 Dec 2024,tif22408,"-I love this mascara! It lives up to what it claims. My lashes looked so full, thick, and black after I applied just one coat. The formula is drier which I actually prefer in a mascara. I think drier formula’s are easier to work with and there is less room for error for transferring during application. I applied this mascara on my top and bottom lashes. I Had no issues with clumping even when I built it up. It lasted all day without flaking or smudging. I will definitely continue to use and hope they come out with a brown shade.",Fenty Beauty,Mascara,Yes
Length volume mascara,7 Dec 2024,jennym1234,I put this mascara on my bottom lashes and I do love how it looked. It made them stand out and they looked really dark and a good amount of length and volume. It did transfer a little.,Fenty Beauty,Mascara,Yes
A must from Fenty!,7 Dec 2024,ahall11,"If I could rate this past a 10, I would. This mascara has gorgeous, sleek, modern packaging! The formula is super lightweight, but still gives you the FULLNESS you have always wanted! It is definitely worth the money considering it lasts for at least 8 hours, even with some crying!",Fenty Beauty,Mascara,Yes
"Good, but not my fave!",7 Dec 2024,AmberG07,"I really wanted to love this! The package is very try lightweight and the brush combs through nicely, but there is a lot of transfer to the lower lash area and it’s almost too liquidy. I think it will be better with use and once some air gets pumped into it. I love that it’s very black. Overall very pretty, but not the best mascara.",Fenty Beauty,Mascara,Yes
Bold,7 Dec 2024,ucLena,"This mascara goes on the way I like it, not clumpy and looks best when built up in layers. The end results, as you see in my photos, beautiful lashes. I really do not have eye lashes, as you see, So thickening mascara is essential.  I do wish the wand had a curve, but that’s just my preference.",Fenty Beauty,Mascara,Yes
Good Value Mascara for Everyday Use,7 Dec 2024,mw9999,"I’ve been testing this mascara for a couple weeks now and have had a great experience so far! The formula is not clumpy, the packaging is cute, and the price is great compared to other luxury mascara brands. The only negative that I could see, depending on your lifestyle, is that it’s not a waterproof mascara by any means. With water, it does run down. And I have noticed a little bit of flaking by the end of the day under my lashes. However, this has not been enough to deter me from using it daily. I may have to transition my everyday mascara to this one because of the great quality for the price!",Fenty Beauty,Mascara,Yes
Amazing mascara,7 Dec 2024,slaywithjessika,This mascara is amazing I love how the Bristle of the mascara  spreads out my lashes it looks amazing and it  won’t clump up what’s so ever. I highly recommend I. Love the dark black  shade it enhances my lashes more,Fenty Beauty,Mascara,Yes
Yes!,7 Dec 2024,chris0315,Great mascar to use on a daily. Would highly recommend.,Fenty Beauty,Mascara,Yes
Great mascara for little time periods,7 Dec 2024,chiaraa217,I love the results of this product but it doesn’t hold its shape for long but i still really like this product,Fenty Beauty,Mascara,Yes
