Title,UserID,Date,ReviewText,Brand,Product,CelebrityBranded
nice curl,makena777,2 Jul 2023,i really liked this mascara bc it gives such a nice curl and gives you long lashes,Tilbury,Mascara,No
Worst mascara ever,samary13,28 Jun 2023,"Doesn’t last and smudge so easily 👎👎
Don’t buy this.",Tilbury,Mascara,No
"Not the best, not the worst.",mynameisntkatie,27 Jun 2023,"I really wanted to like this mascara because I’ve been looking for a maroon/berry one, this one doesn’t hold up sadly. The brush doesn’t really help coat the lashes and you can hardly see the color, it does the bare minimum..",Tilbury,Mascara,No
I like it but don’t love it,lyssnorton,27 Jun 2023,"I like the mascara, especially cuz the flat edge of the brush and spiky sides let’s you really reshape your lashes and gives them lift and volume, but the formula is wet and smears like crazy :(",Tilbury,Mascara,No
Stunning colour.,AngBean,26 Jun 2023,"Firstly, I get compliments every time I wear this mascara. The colour is very unique and beautiful. The formula and applicator is good, not great, but workable considering the gorgeous colour. Four stars just because I believe a few tweaks to the formula and applicator would make it just about perfect. But the colour definitely makes up for those slight imperfections.",Tilbury,Mascara,No
,jlr22,25 Jun 2023,"I would give this mascara 0 stars if I could. I hate everything about it, but mostly how it looks on my dark brown lashes. The reddish color just clings to the ends and it looks really odd.",Tilbury,Mascara,No
Magical eyelashes await,enassie,21 Jun 2023,"I love this mascara and the color is super unique. Sure, there’s a bit of a learning curve with the wand, but after a few tries, I got the hang of it.",Tilbury,Mascara,No
Pretty but doesn’t last,gvllian,21 Jun 2023,"I want to love this product. It’s perfect in every way except one, it smudges and transfers so easily, these photos were after a day of wear and one reapply during lunch. So sad because it makes your lashes look like fasted and applies so easily. ;(",Tilbury,Mascara,No
FAV 😻,carmensimmons,19 Jun 2023,Literally my holy grail. Pretty cheap for what it is I got the mini size to try it out and DEFINITELY will repurchase in the big size it gives my lashes so much length and I get compliments on it all the time and I also get asked what mascara in using whenever I’m wearing this mascara.,Tilbury,Mascara,No
Holy lashes!!!,BarnieBee,18 Jun 2023,For those (like me) who have lashes so fair and short they might as well not exist I cannot recommend this product enough!! The Dream Pop color is *perfect* for creating a natural but better look. The photo attached is after 2 coats. With additional coats it would be perfect for an evening out for us pale people! Love it so much!!,Tilbury,Mascara,No
It’s ok…,cloudfluff,14 Jun 2023,"I was excited to try this product but was disappointed. Don’t get me wrong, I love the cute and girly packaging but the formula is not it. For the price, I was expecting a little more. It’s definitely not volumizing! It’s just lengthening and not by much either. If you’d like a very natural everyday lash look, this would be great for you!",Tilbury,Mascara,No
Disappointing,lb12,13 Jun 2023,"Flakes everywhere within a few hours. Love the wand and application, but the smudging and flaking are way too excessive to continue using. I’ve used this in warm, humid weather and cold, dry weather- it’s all the same. And I ONLY wore on my top lashes, never bottom, and it still ran and flaked down my face. Would not recommend.",Tilbury,Mascara,No
Smudges!!,Reese2020,13 Jun 2023,The wand was a learning on how to use and not make my lashes look clumpy but I can’t get over the smudging. It will look good for maybe a few hours but it will smudge and transfer to your under eye and on to your eyeshadow on your lid,Tilbury,Mascara,No
Solid Product,StephTuts,12 Jun 2023,I accidentally purchased the berry brown.  I didn't feel it was dark enough for my liking but just personal preference. I did end up purchasing the black.  I do like this product and would say it compares to my favorite brands: Thrive and Chanel. I like the flat applicator for 2 different application options.,Tilbury,Mascara,No
Best Burgundy Mascara,VBoss,10 Jun 2023,"Loove the color of this mascara, it really makes my blue eyes pop. And the color is apparent enough that my SIL asked me if i was wearing burgundy mascara. The wand is a slight learning curve though. I use the flat side to applyy the product to the lashes and then the side with the brush to seperate and place them after.",Tilbury,Mascara,No
,ParadiseDolly7,10 Jun 2023,"I’m not one to write a review but after searching relentlessly for a good mascara. I decided to try to one out. I have short lashes and usual opt for false lashes, but let me tell you the volume and length is WOW. You will not regret buying this!",Tilbury,Mascara,No
Disappointing,Talulahsmom,9 Jun 2023,"I am so sad, because I wanted to love this mascara! I love the color, but the mascara itself is terrible. It is not buildable, it clumped my eyelashes immediately, and I hate the wand. So sad!",Tilbury,Mascara,No
,melkatte,8 Jun 2023,"Love the formula, volume, and length I get from this mascara. It’s also buildable. I recommend it if you are in the mood to splurge.",Tilbury,Mascara,No
The Best!,michi5,6 Jun 2023,I got this product in my rewards and I absolutely love it. I have short lashes and this wand lengthens my lashes and lifts my eye look. I have not used a mascara that makes this impact in my look before.,Tilbury,Mascara,No
The best mascara,kenny76468965,5 Jun 2023,I actually found this at winners and decided to try. BEST MASCARA TO EVER TOUCH MY EYELASHES. LOVE LOVE LOVE. It makes them look so good and curled. BUY IT!,Tilbury,Mascara,No
Skip for Asian lashes,jels01,3 Jun 2023,"Started off great for the first hour or so but sometime throughout the day, I ended up looking like a hot mess. I curl my very straight downward Asian lashes and apply 2-3 coats whenever I use mascara. It smudged all over the top of my monolids and even under my eyes. By the end of the day the heavier wet formula pulled my lashes down.",Tilbury,Mascara,No
Too Flakey :(,sucreholic,2 Jun 2023,"I picked this up 'cos I LOST my holy grail, CT Legendary Lashes Vol. 2, SOMEWHERE and all my other mascaras were not cutting it lol. I wanted to see if this one held up, since reviewers on here seemed to prefer this one to my fav? And unfortunately, it does not. I'm not a fan of the brush, which I thought would do well @ least on my bottom lashes but it DIDN'T, and the formula itself gives me terrrrrible flaking throughout the day. Absolutely decimates my undereye area. I've tried a lot of mascaras and CT products over the years, and this one is my least favourite on both counts!! Sorry :(",Tilbury,Mascara,No
Fantastic Mascara,sharka,30 May 2023,"This is a fantastic mascara. It's a beautiful brown, makes lashes long and full, the color is very rich, no smudging so far. I do use the Milk lash primer with all mascaras. I am so impressed with this mascara that I will be purchasing the black one to try as well. Typically I use Benefit's BADgal BANG or Sephora Big by Definition. This CT is my new addition to the 2 favorites.",Tilbury,Mascara,No
Disappointment,Stubeane,28 May 2023,"I wanted to love this mascara but didn't. It is super clumpy, somehow smudges/runs and is difficult to wash off. Will not be purchasing again.",Tilbury,Mascara,No
Good color for redheads but smudgy,lolomojo,27 May 2023,"Great color for redheads in particular. I love that it looks less harsh on me than dark brown or black. However, this is one of the worst smudging mascaras I’ve ever used. I like the color enough that I’ll likely get a lash primer to use with it, but it lost points for me for not being a standalone product.",Tilbury,Mascara,No
The best mascara I've ever tried,MEDalton,27 May 2023,This is hands down the best mascara I've ever tried. It goes on so smooth--with no clumps at all. I highly recommend!,Tilbury,Mascara,No
Not for me,mrsJlew,26 May 2023,It makes lashes look fake and clumped together. It doesn’t make them have full appearance.,Tilbury,Mascara,No
,graceemery3,24 May 2023,i absolutely love this mascara it is so beautiful and holds the whole day 100% recommend,Tilbury,Mascara,No
Flop!,weeva,24 May 2023,"If I could rate this 0 stars I would. So hard to apply and once you do apply it, it has dried down way too quickly to work with. Once applied and looking somewhat decent at best, you have a 45 minutes before it flakes offgood 45 m",Tilbury,Mascara,No
Smudges,Vichka,22 May 2023,"Offers nice length and volume, but smudges under eyes within 2 hours. Won’t be repurchasing.",Tilbury,Mascara,No
Not for straight lashes. Smudge galore!,Hayehaye,20 May 2023,"Not for straight lashes, even after it’s curled. It’s a thicker mascara that pushes the lashes up for a short while but eventually falls and leaves smudges on my lower eye. Best for lashes that stay up w/o help. Multiple failed attempts.",Tilbury,Mascara,No
straight lashes!,jnj707,19 May 2023,"i have straight lashes and this does the opposite of what it says. does not push ur eyelashes up sadly. in fact even when i curl them, they droop back down after using this",Tilbury,Mascara,No
OBSESSED,hawtgirl77,18 May 2023,"By far best mascara I’ve ever used, and I own over 20. It doesn’t make your lashes look so thin it’s invisible and gives the clumpy but not clumpy affect that I’ve been looking for all my life.",Tilbury,Mascara,No
This stuff sucks,Rhiannanana,17 May 2023,this stuff actually sucks. It makes you lashes look okay fro 5 minutes then droops down so bad,Tilbury,Mascara,No
,MerelyMer,16 May 2023,The first mascara I’ve found that doesn’t irritate my eyes!,Tilbury,Mascara,No
,AyelenH,14 May 2023,I wanted to like this product but it made my eyelashes look red not Brown but it gave me the volume and length.,Tilbury,Mascara,No
Greasy racoon eyes macara,SarahTariq,14 May 2023,"I really really wanted to like this product and got it as sample free buf I just dont like it at all
It causes Racoon eyes and my face start looking crap after an hour 😣😣",Tilbury,Mascara,No
Berry Brown is So Good,Nicxlette,11 May 2023,I was WAITING for this to come back because I was dying to try out berry brown. Now honestly — I do get slight raccoon eye if I don’t bake but I think it’s so pretty nonetheless!!,Tilbury,Mascara,No
Love the length and volume!!,ilovesephora589,10 May 2023,"Pros: This mascara gives fluttery lashes in just 1 coat! The packaging is also very high quality and chic. 
Cons: If you want long lasting curl, this mascara does not compete with others.",Tilbury,Mascara,No
Love love lovee,CharlieeChar,9 May 2023,"I freaking love this mascara. As someone with green eyes, I got so many compliments the first time I wore it and I keep getting them !! It’s super easy to remove and it doesn’t smudge.",Tilbury,Mascara,No
New every-day mascara,madisonlindsay,9 May 2023,"I’m very picky with mascara, and I’ve been on the hunt for the perfect brown mascara that shows up on my darker eyelashes and makes a statement - but isn’t too bold, and this does just that. It separates my lashes nicely. The only downside is that it does not hold a curl very well.",Tilbury,Mascara,No
,infinitehope47,8 May 2023,I almost never purchase such expensive mascara but this one made me reconsider. This is amazing! I love the size of the brush for my smaller eyes. This is also one of the only mascaras I’ve tried that hasn’t flaked off throughout the day.,Tilbury,Mascara,No
Love love love this brown mascara !!!,luvmycozmetics,7 May 2023,"Best brown mascara !! The wand is nice and thin which I love, the colour is perfect with my strawberry blonde hair and it stays on all day and washes off nicely at night. My new favourite mascara !!",Tilbury,Mascara,No
Raccoon eyes,Angelash1,5 May 2023,From now on I will start trusting 1star reviews better!! Truly the most raccoon eyes from lashes that don’t even look great mascara ever!! I am baffled,Tilbury,Mascara,No
Worth the Price,sunbum1018,5 May 2023,After using this product in the matter of 6 hours with me running errands sweating and crying the lashes have not only stayed lifted but there was no flaking of the product. It’s worth switching from my all time fave better than sex mascara,Tilbury,Mascara,No
Buy ittttt😍,nadiyaloz,5 May 2023,"I don’t get the bad comments, it’s literally amazing! Curls, elongates the lashes very well. Doesn’t flake, stays on. Easy to apply. And the color dream pop is to die for, so unique looking. Gives you a sexy kinda vibe. Love it!!!!!",Tilbury,Mascara,No
Does not hold curl,DaisyDu0716,4 May 2023,"First of all, I LOVE the colour of this mascara. However, my lashes fell stuck straight as soon as I put it on. I even tried curling my lashes with a heated eye lash curler (which always works amazingly, especially with waterproof mascara) and they still went board straight. Disappointing.",Tilbury,Mascara,No
,Ezquivel25,2 May 2023,Love this mascara love the color glides smooth and it’s cute color product,Tilbury,Mascara,No
"Goes on lovely, by 12pm, all over bottom lash line",BirdieGirl1996,30 Apr 2023,"My opinion on this mascara is so mixed. Here’s the good:  First, I love the wand.  The shape is great.  Second, I love how it looks on my eyes when I put it on.  It makes them look long and luxurious without it being overkill for those days when I want a more natural look. Third, it doesn’t aggravate my sensitive, dry eyes. Here’s the one negative- after a few hours, about four of so, I have raccoon eyes.  The mascara that looked so pretty on my eyes at eight am, now has formed a dry, dark grey half circle under my bottom lashes, where I have not even put the mascara. Certainly, this can be a look under certain circumstances, but not where I work. I am going to try with a lash primer, because I really want to like this!",Tilbury,Mascara,No
,OmiHeidi,29 Apr 2023,"This is the worst mascara I have bought. It is very wet and a shiny black which literally clumped my lashes together. I did try it one more time with the same result. I was told it was the best mascara, what a huge disappointment.",Tilbury,Mascara,No
I don’t get the hate?,msca3,27 Apr 2023,"Seriously, did everyone get a bad batch or am I a fluke? The color is gorgeous- it does pull a bit redder while it’s drying down so don’t let that scare you! I prefer a silicone wand anyway, and I love the way it catches every lash and separates them, I can definitely build up the intensity depending on my look, and it has yet to flake on me. Also the component itself has a nice weight to it, very lux, I just wish the brown came in a travel size!",Tilbury,Mascara,No
Horrible,skyessworldd,26 Apr 2023,Took me 30 minutes trying to apply this because it was dried out and had nothing in it. Was excited to try but very disappointed.,Tilbury,Mascara,No
Disappointing,AlisaKeehl,24 Apr 2023,"I like Charlotte Tilbury products but this one was a huge disappointment. It does nothing to your lashes, gives no volume or length at all. I had to return it",Tilbury,Mascara,No
My new favourite!,sienna38,22 Apr 2023,"I have dry, sensitive eyes, so it's hard for me to find a product that works well and doesn't contribute to irritation. I've been using Clinique for years, but lately developed some reaction to it. Tried this mascara because I loved Legendary lashes, but only need a mini size. This one works great - no reaction, lashes look longer and thicker, great separation. I literally have nothing negative to say about it, so I thought I'd write a review because its low rating is shocking to me.",Tilbury,Mascara,No
Waste of money,girlyeyes,21 Apr 2023,Everything about this mascara is horrible. I have pretty decent lashes and this does absolutely nothing to lengthen or create volume to them. It is very dry and flakes under my eyes. The applicator/wand is the worst I've ever tried.,Tilbury,Mascara,No
Container was empty,sixofharts,20 Apr 2023,"I thought I’d give the CT brand a try so I bought the travel size for a quick trip out of town. I went to use it and found that it was empty, no useable mascara at all. I was quite disappointed.",Tilbury,Mascara,No
smudgy,chers,19 Apr 2023,"always smudges under my eyes after a few hours of wear. I like the applicator and think it looks good on the lashes, but not worth it.",Tilbury,Mascara,No
Color is GORG,ellieakline,19 Apr 2023,"these ratings are super harsh.. i’m
the pickiest when it comes to mascara formulas, and this one doesn’t really bother me. it’s not my favorite, I love tarte tartlette because tubing mascaras work best for me, but if I had to pick an alternative this mascara could probably do the job. not to mention the color is absolutely gorgeous on green eyes! it dries kind of quickly but other than that my lashes looked great after applying this mascara",Tilbury,Mascara,No
Will Never Buy Again,Angeezy5,18 Apr 2023,"The brush is awful, it doesnt distribute the mascara and just clumps up, don't buy this mascara.",Tilbury,Mascara,No
Causes clumpy eyelashes,natchi1990,18 Apr 2023,"Really disappointed in this mascara, made my lashes clump immediately on application. Not worth the price.",Tilbury,Mascara,No
plz do not buy.,abbyc118,17 Apr 2023,this is the worst mascara i’ve ever put on my lashes. it’s extremely dry and by the end of the day it had all fallen off and left residue under my eyes.,Tilbury,Mascara,No
,Kelsey13xo,16 Apr 2023,i had high hopes for this mascara. it is absolutely terrible. it does NOTHING to your lashes but make them stiff. the brush is terrible and the formula is awful. i regret even buying the small size. my go to drug store marches puts this to shame,Tilbury,Mascara,No
OK BUT COULD BE BETTER,Cherry0901,16 Apr 2023,It took me a while to get used to the applicator and I still don’t like this product. The formula isn’t friendly on straight Asian lashes and the product smudges after 30 minutes. WILL NOT BUY AGAIN,Tilbury,Mascara,No
Hard Pass,kaceeeeeeeeeee,15 Apr 2023,"It was time for a fresh mascara, so I visited my local store and low and behold the store wasn’t stocked with really much of anything so I thought I would give this mascara a try to my disappointment. It did nothing but transfer onto my brow bone and it is absolutely terrible. I am a big Charlotte Tillberry fan and I use most of their products, but this one was very very disappointing.",Tilbury,Mascara,No
HIGHLY recommend,alliekg,12 Apr 2023,"I have been using this for over a week and I absolutely love this mascara! I have used and tested several different mascaras in different price and wand ranges (Chanel, Better Than Sex, Elf, Telescopic, etc.). This mascara has worked the best and has even worked better than my usual favorite which is Chanel.",Tilbury,Mascara,No
"Love the wand, but the formula is so dry!",gcgcgc123,11 Apr 2023,"I got a sample of this and it was AMAZING, but when I bought the full size the formula was horrible. It is such a bummer because the wand works SO week. Seriously I get compliments on my lashes anytime I use the mascara. But the formula is so dry and clumps very easily that is is hard to use. I’m considering trying to clean off the wand and is it with a different mascara formula. So if you don’t care about the formula give it a try and you won’t regret it, but definitely keep in mind that the formula is horrible.",Tilbury,Mascara,No
Do not purchase this,maexo95,11 Apr 2023,"If I could give this 0 stars I would. This is the WORST mascara I have ever purchased. Even with an eye lash curler, my lashes fall and have no length no volume nothing. I have purchased better mascara at CVS. Do not waste $31 on this mascara, bad girl bang is 10000% better.",Tilbury,Mascara,No
,roma21,10 Apr 2023,The worst mascara I ever have . Not recommended at all,Tilbury,Mascara,No
DO NOT BUY,tephiemaeee,10 Apr 2023,"Such a sad disappointment! The one star is for the gorgeous color. I am an avid hourglass extreme caution mascara user, but want brown for the summer. I was so excited about this color, but the mascara is like using a cheap drugstore brand, if not worse! It does NOTHIng. In fact, I think my lashes are better w out it! It is not buildable, it doesn’t lengthen and it certainly doesn’t curl. It’s AWFUL. I feel like Charlotte tilbury products are way over hyped and this didn’t fall short of that stereotype . Huge flop. Good thing Sephora allows returns!",Tilbury,Mascara,No
WORST MASCARA,payjxo,8 Apr 2023,"this is the WORST mascara i have ever purchased. the bristles are small & sparse only on the edges of the brush, the rest is completely flat. also there isn’t much product & it dries up quickly.",Tilbury,Mascara,No
Dream pop is a dreamy shade,gemmabean,4 Apr 2023,"Ok so first of all I love this mascara mainly for the color. I saw it used in a video and the artist had blue eyed and it was a stunning look, I have brown eyes and it's just as stunning. It makes my eyes look warmer and brings out greens and golds that black mascara otherwise hides. The applicator isn't the greatest like others have said (but I did get better at using it over time) and if you apply to much it can be flakey, but honestly I haven't found a mascara yet that hasn't had its issues. To help with these issues I just use an extra spooly to evenly distribute the product and make sure there isn't an area with it globbed on (the only time I really had flaking is when one section of my lashes had too much product on it). For me the weird brush doesn't out weigh the absolute stunning color. I pair it with a dark brown liner and when I want to get real fancy do a smuggy brown smokey eye. I have gotten so many compliments since wearing the shade dream pop. Drug store maroon mascaras or brown/blacks just don't compare so I am willing to put up with doing an extra spooly swish.",Tilbury,Mascara,No
Faulty product.,Paigelancelot,3 Apr 2023,Used this mascara and loved it. Bought it a second time and the wand came broken and I was told I couldn’t get a replacement. Very unfortunate.,Tilbury,Mascara,No
Meh save your money,Dee824929,3 Apr 2023,I wanted to love it! First it came almost nearly empty…idk if they’re just packed like that. Second it weighed my lashes down. And lastly I cried with it on and I felt like my eyeballs were going to explode. I wish I was exaggerating but I’ve cried with mascara on and it’s stung but it’s gone away fast. But thi mascara had me crying and in pain because idk if it’s the chemicals in this but they were BEYOND strong. Overall this mascara was a 0/10 and it was so expensive for nothing !,Tilbury,Mascara,No
Could be better,ii2000,2 Apr 2023,"Helps your lashes look really long and natural. Great for lengthening but doesn't offer much volume. In addition, I notice my lashes don't stay curled and the formula flakes throughout the day.",Tilbury,Mascara,No
A new staple,bLtSammich,2 Apr 2023,I LOVE this mascara. The berry color is absolutely phenomenal and makes my blue eyes pop. It doesn’t flake or smudge and is able to hold a curl. I will never be without this. I love everything about it.,Tilbury,Mascara,No
Pass,kmc1650,31 Mar 2023,Didn’t notice any of the claims this promised to offer. Stay tacky and smudges super easily.,Tilbury,Mascara,No
,lilymac14,28 Mar 2023,Great results! My lashes look so much longer. I’ve gotten so many compliments!!,Tilbury,Mascara,No
Do not buy!,cortezthekiller,25 Mar 2023,"This is the absolute worst mascara I have ever tried. I bought the brown berry shade so can't speak to the black one. The product literally evaporates off my eyelashes. It doesn't transfer so I don't know where it goes but within an hour it looks like my lashes are completely bare. It also immediately straightens my lashes. My lashes look good without mascara on, this product makes them look bad. Even when I curl my lashes this makes them droop low. It's so weird. Something in the formula must have a straightening effect on my eyelashes. I only apply two light coats so it's not like I've weighed them down. For the high price this mascara is outrageously bad. Buyer beware.",Tilbury,Mascara,No
Leaned towards drugstore mascaras and bigger wands,emmali30,24 Mar 2023,"Was super hesitant to buy this mascara because it was everything that I didn't look for when buying mascaras. I disliked high end mascaras because (from experience) felt that they didn't do anything for my lashes so I loved drugstore mascaras, specifically Maybelline Lash Sensational. Another thing is that I love mascaras with big bristles and a big, hourglass shaped wand so I was extra hesitant to buy this one with such a tiny wand and bristles. But I bought it and instantly LOVED IT. Was surprised it did so much for my lashes, even more than drugstore mascaras in fact! Was so pleasantly surprised with this. Also, the color is absolutely stunning. I have black hair and black lashes but the brown color of this was still quite evident. Especially standing in natural sunlight, your lashes will be a beautiful burgundy/red color. This mascara definitely draws attention to the eyes. Stunning and will absolutely be repurchasing!",Tilbury,Mascara,No
Holy Grail Mascara,krisper29,23 Mar 2023,"I love this mascara it’s one of my top 3 favorites! It gives me separation, lift & length. I don’t get mascara under eyes throughout the day, no clumps & it’s easy to wash off at night!",Tilbury,Mascara,No
What a Mess!,MLSonk,23 Mar 2023,Clumpy mess. Looked like tar going on. And was a mess to remove as well. Such a shame because I usually love Tilbury products.,Tilbury,Mascara,No
love this,FlowerPuppy,22 Mar 2023,love this - does exactly what it says it will and doesn’t irritate my eyes at all,Tilbury,Mascara,No
It’s alright,ZillyW,21 Mar 2023,"I wanted to love this, but honestly it can clump really easy. You either have to do very few coats carefully or you want the clumpy look. There’s not an easy in between and I’m pretty decent at applying mascara.",Tilbury,Mascara,No
,VIBRougeDani,20 Mar 2023,The color is unmatched for my amber/hazel eyes. But the formula is so clumpy/flaky and dries out so fast. I recommend adding a few drops of argan oil directly to the tube when it starts getting too dry.,Tilbury,Mascara,No
Not a winner for me,bread1337,19 Mar 2023,Not for me. Super clumpy when applying and would flake off. The applicator was cool but it just didn't work out for me. I threw it out before even finishing the tube because it was such a pain to deal with.,Tilbury,Mascara,No
WHAT ARE YOU ALL ON?,helljs,19 Mar 2023,IDK WHAT YALL R ON THIS IS A GOOD MASCARA LENGTHENS AND VOLUMIZES ITS SO GOOD THE PACKAGING IS CUTE CHARLOTTE ATE XXX,Tilbury,Mascara,No
,QuirkyNatasha,18 Mar 2023,This did not even last 2 months. I understand the bottle is tiny. But I use it hardly once a week. It’s also doesn’t stay for long.,Tilbury,Mascara,No
,IrmaAhmeti,16 Mar 2023,smudges horribly. looks great at first but it weighed my lashes down so by the end of the day you’ll look like a raccoon with sunken lashes.,Tilbury,Mascara,No
A must have!,BrightonJ,16 Mar 2023,I just bought my second one! Best mascara I’ve found. You have to get used to the wand but once you do it separates and lifts so well!,Tilbury,Mascara,No
Flakey Panda Eyes,VaporTrail,15 Mar 2023,"I love some of the CT products, but this is not one of them. It flakes so badly even minutes after application, and there's nothing notable about it otherwise. I've honestly used better drugstore mascaras than this. Don't waste your money.",Tilbury,Mascara,No
Smudges terribly,allmother,15 Mar 2023,"Very kind of Sephora to give me a deluxe sample so I could become thoroughly acquainted with how much I dislike this mascara. The brush is interesting and I get great volume from it but an hour later I look like I’ve been punched in the face from how bad it smudges. My skin isn’t particularly oily, I wait until long after my skincare absorbs, and I rarely wear foundation or anything else that would affect its staying power. It’s just an awful formula.",Tilbury,Mascara,No
Favorite!,kait839201,14 Mar 2023,Closest thing I’ve ever used to flash lashes! I absolutely HATE false lashes but this mascara make my natural lashes look just like extensions! This is my go to favorite! I really like the wand too!,Tilbury,Mascara,No
absolute best mascara ever!,erica2022,11 Mar 2023,"I have tried every mascara out there and this is by far the best. It separates lashes, it lengthens lashes, it volumizes lashes, it darkens lashes to the deepest black and it does not flake or smear!",Tilbury,Mascara,No
"Definitely a must have 
￼",alyviaxxx,10 Mar 2023,This mascara is so amazing. I got￼ a lot of compliments on my lashes. This mascara is definitely getting added in my make up routine! ￼,Tilbury,Mascara,No
,chloebell12903,9 Mar 2023,If you are looking for purely thickening and darkening this is not bad but it adds no length there are much better drugstore ones,Tilbury,Mascara,No
Dream pop is so pretty!,Antisocialite21,8 Mar 2023,"Using the wand was a bit of a learning curve, but once I got the hang of it, it worked very nicely. It doesnt make my lashes look the longest or the fullest, but the colour (dream pop) is so pretty.",Tilbury,Mascara,No
Buy something else,lemonsodapie,8 Mar 2023,"I checked the reviews first before I purchased. I was in-need of a new mascara and thought I’d try a new one. I was skeptical because of the mixed reviews for this product but I still went with it. The first time I used it, I didn’t know how to utilize the mascara wand and after wearing it for 2 hours, it smudged under my eyes. I gave this another try today and maybe if I applied it the way it’s supposed to, it wouldn’t smudge! but it’s a no-no. The only good thing about this is that it makes your eyelashes pop out with how black the product is but other than that, save your money and grab something else.",Tilbury,Mascara,No
Did Not Like At All,Maureenxxx,6 Mar 2023,This mascara smudged under my eyes every single day. It took a long time to wipe off. I did not like the flat brush. It did nothing to enhance my eyelashes,Tilbury,Mascara,No
AMAZING,xJLK821x,4 Mar 2023,I’m a little confused by other comments but personally I love this mascara. The formula is wet but when it dries your lashes are soft. It’s also super easy to remove. I love how pigmented it is! Lashes are super dark. I Recommend,Tilbury,Mascara,No
Must have,MyMaione,3 Mar 2023,By far the best mascara i have ever tried.  It’s hard finding the right mascara that isn’t thick or clumpy and stays on your lashes nicely all day.  Everyone compliments me on having fake eyelashes but it’s really just the mascara.,Tilbury,Mascara,No
,pgomw,3 Mar 2023,"I think this product is amazing! At first I had difficulty putting it on, but the more I used it I understood how it is, and it looks great. I really
Love the color.",Tilbury,Mascara,No
,22lulu,1 Mar 2023,The color is obviously super unique but my lashes fall after a couple of hours it doesn’t hold the curl up at all.,Tilbury,Mascara,No
,NomoSJ,28 Feb 2023,The color is strange and the mascara doesn’t add any volume or length. It smudges as well.,Tilbury,Mascara,No
,keira7lee,28 Feb 2023,Lengthened my lashes so nicely and separated them. I had no clumps in this mascara and it’s one of my new favourites.,Tilbury,Mascara,No
"Wanted to love, too messy",melsyp,27 Feb 2023,Received this as a sample. I wanted to love it but it’s just so messy. Transfers to the skin very easily and is really hard to get off once it’s on the skin as it smudges a lot and then looks dark around the eye.,Tilbury,Mascara,No
Terrible,drycreek,26 Feb 2023,"Terrible. The formula is so thick and more like a paste, it’s too thick to get it on the lashes. The wand is more of a rubber material it does not pick up the formula. Really bad.",Tilbury,Mascara,No
Raccoon Eyes What!?,KateRussHaines,26 Feb 2023,"I was so excited to purchase this mascara and to say I was disappointed is an understatement. After only an hour of wear, my daughter says “you look like a raccoon”… the smudging was the absolute worst. I am so bummed I wasted hard earned money on this.",Tilbury,Mascara,No
Too red for me.,japanese,24 Feb 2023,"I wanted to like this color so bad. However it’s very brick red. If you like the color, then this is for you. I was looking for a natural brown mascara. But I kept it",Tilbury,Mascara,No
No.,katiewynne,23 Feb 2023,"DONT BUY THIS the formula is horrible. It looks good for half an hour, but after that you’ll look like a panda from it flaking off around your eyes. There are better full size mascaras for the same price!!",Tilbury,Mascara,No
Best Mascara,kec91,21 Feb 2023,"Everyone stops to ask what fake lashes I wear. When I tell them they are my natural lashes, they ask what mascara I use. It’s how you use the brush that makes them look like falsies. You have to use the flat side first to load it up and then the bristle side to comb them through. I had multiple friends dislike it until I shoeed them how to use the brush. Now it’s all they use!",Tilbury,Mascara,No
,trishabeans,19 Feb 2023,I got the berry brown shade and it’s absolutely beautiful. It’s my go to daytime mascara. I have very fair skin and red hair and this shade compliments me perfectly,Tilbury,Mascara,No
Not worth it,SavannahFarris,19 Feb 2023,Mascara does not lengthen and barely give you any volume. It also does not last more than an hour. Not worth it.,Tilbury,Mascara,No
Just OK￼,lilivancamp,19 Feb 2023,￼￼￼￼￼￼ Nice if you would like a subtle look however as very little volume and basically no length￼,Tilbury,Mascara,No
"Clumpy, always on upper brow",midwestbluejay,18 Feb 2023,Mascara always comes off on my brow bone so I am constantly having to check that. Application often goes on clumpy. Will not buy again.,Tilbury,Mascara,No
,rmar288,18 Feb 2023,Beautiful color but gets dry and flakey after a couple weeks of use and is unusable. Makes lashes look worse unfortunately,Tilbury,Mascara,No
Don’t waste your money,chlovr,18 Feb 2023,Worst mascara I ever bought. Don’t waste your money. Pharmacy mascara will do a better job! It makes my eyelashes look so short and sick. Hate it! I was looking for the caliray mascara (my usual) but it was out of stock.,Tilbury,Mascara,No
,Lilysav,17 Feb 2023,"Terrible. First time opening, it was incredibly dry and wouldn’t even go on. Left flakes all over my under eyes. Not worth any $.",Tilbury,Mascara,No
"Bittersweet, but I’ve used better drugstore brands",ASlushHjel,17 Feb 2023,"I really wanted to love this. The packaging and price point are really nice. I did a good job with lengthening, but it *always* would leave flakes under my eye. Spend a little more and just go for Armani.",Tilbury,Mascara,No
,amaryllisspring,16 Feb 2023,This “Push Up” mascara doesn’t curl or lengthen as I expected. It’s clumpy and starts to wear off after a few hours. Wet and Wild has a $3 mascara that performs better than this.,Tilbury,Mascara,No
No good quality,josselynhuete14,15 Feb 2023,I got this mascara like 3 months ago. Don’t waste your money. It’s expensive and it’s not worthy,Tilbury,Mascara,No
Avoid,rawrawna,13 Feb 2023,Terrible. Super dry in the tube only after a few tries and also flaky and horrible. What a waste of money. Made my pretty lashes look dull,Tilbury,Mascara,No
