Title,UserID,ReviewText,Date,Brand,Product,CelebrityBranded
,najdini,"Love how hydrating it is for my lips, please don't ever change the formula. Love the way it tastes, smells, and looks on me! Doesn't feel sticky.",13 Jan 2024,Fenty Beauty,Lip,Yes
Good purse essential,Izzie21,"I really like the feel and smell, however it doesn’t really last that long for me but for others it does! It’s a cute little purse to go lip oil but for the price I feel like it could be a little bigger… def would try tho",12 Jan 2024,Fenty Beauty,Lip,Yes
Highly recommend,Melia876,"The only thing I don’t like about this product is that when I remove the applicator, there is a string of oil, but the part of my lips, and does not leave them dry it is more of a gloss than an oil. The pigment is also very faint, which leaves your lips looking natural, but compared to other brands. This does not dry out my lips, and make them crack.",10 Jan 2024,Fenty Beauty,Lip,Yes
Love,Deidrakb,Love it! My new go to for sure! Would definitely recommend!,9 Jan 2024,Fenty Beauty,Lip,Yes
Loved it!,capzap99,I found that this lip oil was more of a gloss than an oil. I did really like the smell and colour of the lip oil and will definitely be repurchasing!,8 Jan 2024,Fenty Beauty,Lip,Yes
top 5 lip products,immamoviestar,it feels so smooth and smells amazing! It last for at least two hours before you need to reapply it. It’s not sticky and doesn’t leave you with any residue in the corner of your mouth. Definitely recommend!,8 Jan 2024,Fenty Beauty,Lip,Yes
Personal desert island item,patheticprince,"Always makes my lips look ideal, moisturizes with staying power while looking like a flashy gloss. Nice and thick, a little sticky but I don’t mind—like the feel of a shield.",7 Jan 2024,Fenty Beauty,Lip,Yes
But it,gabbriell4,Best lip oil. Hands down. Purchased at LEAST more than 5 times already,7 Jan 2024,Fenty Beauty,Lip,Yes
Perf color!,quinn0,"I love this lip oil so much! Just a bit sticky, but maybe that’s just me. Would recommend.",7 Jan 2024,Fenty Beauty,Lip,Yes
Not what I wanted it to do,desertcactus90,"Did not love this, I was hoping to have something that moisturized my lips and didn’t feel sticky. This was super sticky and dried out my lips. It felt more like a heavy coating rather than moisturizing. It was shiny and glossy though ugh so if you’re looking for a gloss like product this is it",7 Jan 2024,Fenty Beauty,Lip,Yes
Love,ohhlympia,I actually love this lip oil! The applicator is great and it looks AMAZING. My only issue is it is a bit sticky and the gloss doesn’t last very long BUT it really is hydrating and the moisturized feeling lasted a LONG time,7 Jan 2024,Fenty Beauty,Lip,Yes
,Siierraa,"As much as I want to love this product, I don't and will be returning. I love the way it looks as soon as you put it on, but it doesn't last long and leaves a sticky residue.",6 Jan 2024,Fenty Beauty,Lip,Yes
Amazing Lip Oil,ShaunaMaaaaaaan,Love this lip oil. Keeps my lip soft and nourished. But not sticky.,6 Jan 2024,Fenty Beauty,Lip,Yes
Sticky,1nd1ca,Got influenced to buy this lip oil bc it was marketed as “non- sticky”. I hate sticky lip oils/glosses with a passion. The feeling of having something sticky on my lips gives me anxiety. Also the packaging sucks. Tower 28 all the way.,5 Jan 2024,Fenty Beauty,Lip,Yes
No more dry chapped lips,SuzyBelle26,Since I been using this I haven’t had chapped lips at work or when I wake up. Yes I use this when I go to bed.,5 Jan 2024,Fenty Beauty,Lip,Yes
LOVE,kmacandcheese,"Love this lip oil and the shine it brings to my lips - way better than Dior’s lip oil in my opinion! My only complaint is that it doesn’t last significantly long, and is a bit sticky. But that’s not too much of a problem for me.
I recommend!!",4 Jan 2024,Fenty Beauty,Lip,Yes
Horrible white residue and dry!,Meena773,"Big fan of Fenty but this lip oil doesn’t last. And what’s worse is it leaves a white residue in the corners of the mouth. Never had with any other products. Horrible looking, especially when you don’t know it’s going to happen when first using. Yuck! Gharzeddine wig had",4 Jan 2024,Fenty Beauty,Lip,Yes
Loveee,CarismaSJ,I love the fenty lip oil my mom bought me this for Christmas and I love it!,3 Jan 2024,Fenty Beauty,Lip,Yes
Love/hate relationship!!,emgem123,"I love this product but hate the packaging. The applicator is great, the lip oil is great, but the top part has cracked. I’m afraid it’s going to start leaking out which will be disappointing. It seems like this is a common issue.",3 Jan 2024,Fenty Beauty,Lip,Yes
I will buy this for EVER. repurchasing soon.,annajadeel,"this might be the greatest thing I’ve ever applied to my lips. smells like Welch’s fruit snacks, thick like Dior with the same applicator but stays on for even longer and leaves my lips soft and not flaky",3 Jan 2024,Fenty Beauty,Lip,Yes
"love the product, hate the packaging",angelinaxing,"this lip oil has the best scent and shine, and felt really good on the lips. buttttt the top did end up cracking and the product leaked, unfortunately. this might've just been my fault, but i noticed others had the same complaint. aside from the leaking, i love it.",1 Jan 2024,Fenty Beauty,Lip,Yes
,jazzi9,i literally love this lip oil so so much it’s amazing the only problem is the packaging leaks a little bit but other than that it’s amazing and hydrating and super glossy but not sticky at all,1 Jan 2024,Fenty Beauty,Lip,Yes
Love this gloss!,deedeeds82,"Love this gloss for every day or a night out!  Perfect amount of tint and a natural looking glow. This is my go to, would buy it again and again!",31 Dec 2023,Fenty Beauty,Lip,Yes
Nourishing!,OliviaaRaee,"Super hydrating and does exactly what it's supposed to! It made my cracked lips disappear, and it's very nourishing. The only thing is for me, the scent doesn't smell like cherry, but it might just be me! Overall, it's a great product. 100% recommend.",30 Dec 2023,Fenty Beauty,Lip,Yes
,ACamille27,This lip oil is great for hydration. My lips feel healthier after just one week. I apply it in the morning and at night,30 Dec 2023,Fenty Beauty,Lip,Yes
"Great product, bad packaging",wnjejwkdh,"Good formula, feels really good on your lips. Bad packaging, cracked after I bought it and applicator thing came off after like 3 months.",30 Dec 2023,Fenty Beauty,Lip,Yes
Hydrates and conditions!,jessbrinandes,"I still have to exfoliate your lips regularly, but this lip oil goes on smooth, isn’t sticky, tastes like kool aid lol and doesn’t leave my lips dry and cracked",30 Dec 2023,Fenty Beauty,Lip,Yes
,EmilyKaplan,"I really like it! It’s very moisturizing which is what I was looking for, and the touch of color isn’t too bright. My one note would be it’s a bit stickier like a gloss, but overall still clearly a good lip oil!",30 Dec 2023,Fenty Beauty,Lip,Yes
Meh,laurenros33,"Feels nice on your lips, but does not leave them moisturized after it wears off. Feels more like a gloss than an oil, however does look cute on.",29 Dec 2023,Fenty Beauty,Lip,Yes
"Sticky, thick, with strong smell",bagnall,I used this product till it was empty and honestly it’s nothing special. it’s really sticky and is very thick to the point where it should be a gloss. honestly the fenty glosses are not as thick as this product. i found the smell to be very strong and at times overwhelming. this did fine in hydration but for what you get there are so many better products,28 Dec 2023,Fenty Beauty,Lip,Yes
Fave Lip Oil,jackloveself,The scent of this is so incredible and addictive. The formula is less sticky than any other oil I’ve tried but still cushiony. I appreciate how sheer the tint is and it gives major shine!,28 Dec 2023,Fenty Beauty,Lip,Yes
one of my fav lip oils!,shelbyskinner,I really like this lip oil it’s hydrating and has a nice glossy finish. It is a bit pricey for the size but if you like lip oils it’s definitely worth it,27 Dec 2023,Fenty Beauty,Lip,Yes
Best lip oil ever,riyachaudhuri,"This is the best lip oil ever. I will always repurchase this product. It has the prettiest shimmer when applied, but it also hydrates my lips so well. Whenever I have dead skin on my lips and put on this lip oil, the flakes completely disappear and aren't even visible anymore. I also love the scent and packaging. The applicator is so satisfying.",27 Dec 2023,Fenty Beauty,Lip,Yes
A Plush of Perfection,TZBoothe,Beautiful packaging in a high quality bottle filled to the brim with a soft luscious lip oil that was made to cause envy. One of the best lip oils I’ve tried. Applicator releases just the right amount of oil. dghjkkkk know. Will,26 Dec 2023,Fenty Beauty,Lip,Yes
i love it but it has this weird aftertaste,angiekafati,i like this lipgloss its so nourishing and leaves you lips super soft however it leaves this feeling inside my mouth like if i ate it and its weird i still love it though thats the only con i also love pairing it with the charlotte tilbury pillow talk lip liner!!,19 Dec 2023,Fenty Beauty,Lip,Yes
everyday lip,chxyna,this is the best lip oil i’ve ever purchased! so moisturizing and best applicator. will definitely purchase more!,19 Dec 2023,Fenty Beauty,Lip,Yes
MUST HAVE,liliaramirez,ADORE THISSSSS MADE MY LIPS SOOO SOFT LITRRALLY AMAZING.,19 Dec 2023,Fenty Beauty,Lip,Yes
LOVE,alafolie8,LOVE! FULL HYDRATION AND BEAUTIFUL COLOR AND GOOD TEXTURE,18 Dec 2023,Fenty Beauty,Lip,Yes
best lip oil,dishfishsoap,"Hydrating, color is sheer, not sticky, long lasting. This is the perfect lip oil!",18 Dec 2023,Fenty Beauty,Lip,Yes
Must have!,slayerpreppy,Application is easy and very nourishing!! makes your lips looks juicy and it’s great!,17 Dec 2023,Fenty Beauty,Lip,Yes
,EmiliagonV,This lip oil saved my lips i love it soooooooo much and it lasts alot i bought this in july and still have a little bit left if you are wondering if you should buy this yes you should,17 Dec 2023,Fenty Beauty,Lip,Yes
,Kennnedy,"save your money! It’s nice for a minute, however, for the cost, the product doesn’t last. I’ve had it for 3 weeks and use it like any other product (not excessively at all) and it’s nearly empty.",16 Dec 2023,Fenty Beauty,Lip,Yes
,karlitagnz,This isn’t hydrating what’s so ever. Super sticky and it dries your lips more than hydrating your lips . Lip oil ? More like a drying lip gloss,15 Dec 2023,Fenty Beauty,Lip,Yes
Loving it!!,qortice,"The lip oil gives my lips long-lasting shine and hydration. I was a bit worried when I saw other reviews saying the shine doesn't stay, but it did for me. It's perfect for moisture and a dewy look. I like that the applicator is big and has a curve that hugs your lips. The cherry scent is also nice and about what you would expect from something cherry scented. The only thing I would caution is that the formula is pretty sticky in that it is hard to remove and may stick to other things (i.e. napkins, hair). However, you won't feel the stickiness on your lips since it won't weigh them down. Hope this helps!",11 Dec 2023,Fenty Beauty,Lip,Yes
Love love LOVE IT,maggie574,"Great product great smell great wand great EVERYTHING!!! 100% recommended get this immediately!! Like the not so pigmented pink tint. Thanks for this great product Rihanna!!
Also love uuuuu",10 Dec 2023,Fenty Beauty,Lip,Yes
,adilene777,This lip oil makes my lips look super glossy and lasts a long time,9 Dec 2023,Fenty Beauty,Lip,Yes
,KeKeFierce,Love how this makes my lips feel and how it moisturizes my lips.,9 Dec 2023,Fenty Beauty,Lip,Yes
THE SHINE IS SO GOOD,Iryna2,LOVE THIS! THE SHINE IT GIVES IS SO GOOD! The only thing about it is the taste if it gets into your mouth. It reminds me of the numbing cherry spray for your throat. Also I wish they made it tinted!,4 Dec 2023,Fenty Beauty,Lip,Yes
A must have lip oil,B3bugy,"Omg , the best lip oil I’ve ever had obsessed 🤩 I recommend buying this it’s the best.",3 Dec 2023,Fenty Beauty,Lip,Yes
A must have for dry lips.,JessH1,The best lip oil ever definitely make your lips feel moisturized.,2 Dec 2023,Fenty Beauty,Lip,Yes
love this so much!!!,preetika2,"LOVE THIS LIP OIL!!!! it’s so smooth and soft, it smells amazing and the applicator is so good. litteraly on of my favorite lip oils",2 Dec 2023,Fenty Beauty,Lip,Yes
a must have for EVERYONE,spookygurl,"All I have to say is yes… yes yes yes u need it. Very nourishing and not sticky at all also smells sooooo good.
Btw I was scared it was gonna smell like medicine but it doesn’t.",1 Dec 2023,Fenty Beauty,Lip,Yes
I wanted to love it,EWhite97,I really tried to like it but my packaging broke & it’s so sticky made my lips cake with white gummy stuff (like beauty supply gloss),29 Nov 2023,Fenty Beauty,Lip,Yes
There are better options out there,mmriccardi,"I like this oil but don’t love it. I much prefer the fenty lip mask as a treatment instead of this oil. As far as oils go, I like Dior better bc of the color options and performance.",26 Nov 2023,Fenty Beauty,Lip,Yes
Great dior alternative,vivirose16,I recommend this product. It gives a gorgeous shine and makes my lips look good. I do wish it had a stronger cherry scent and flavor,22 Nov 2023,Fenty Beauty,Lip,Yes
Excellent lip oil,cobtrary,"There are greatvlip products in this line. This is one of them. A
So love Plush Puddin.  Really good applicator.  This one works really well.  Gently Beauty so on trend and with quality!",22 Nov 2023,Fenty Beauty,Lip,Yes
Best Lip Oil + Underrated!,lizzymend29la,"This is definitely one of the best lip oils I have ever used. It lasts so long and is so moisturizing for my lips! The packaging is cute and the lip oil smells less like a natural cherry, and more like a chocolate cherry! I like it personally! Definitely recommend this lip oil, it’s underrated for sure.",21 Nov 2023,Fenty Beauty,Lip,Yes
Average,boston0811,"I’m a lip product junkie and lip oils are my fave because they last and many of them add nice color to the lips. I like this lip oil but I’ve tried much better and wouldn’t repurchase. First, it has a slight cherry flavor, the kind that travels to your throat and gives you a weird filmy taste. Second it does last in terms of adding shine and nourishing the lips but the shine wears off quickly. I like wearing oils to the gym because they stick around during the sweat and movement and this lip oil does not stay so that is a con for me but I do like that it makes the lips feels good. Not awful but the staying power is not good enough for me.",19 Nov 2023,Fenty Beauty,Lip,Yes
Best lip oil,Afia04,Love it so much! My lips get super chapped and dry and this is the only lip product that fixes it! 🍒,13 Nov 2023,Fenty Beauty,Lip,Yes
Don’t purchase,itsgraciiee,This lip oil is so bad. It’s super sticky and doesn’t last long. It also makes my lips look like my fingertips when I stay in the shower too long lol.,13 Nov 2023,Fenty Beauty,Lip,Yes
This is it!!!,xCHIx,"Hydrating. Long lasting; mind you, I only got the product today BUT I am sick, stuffed up, and breathing out of my mouth. Other products don’t even come close to how long this lasts.",12 Nov 2023,Fenty Beauty,Lip,Yes
Love it,Anaclaramf,It’s a great dupe for the Dior lip oil. It has a nice finish on the lips and a great smell of cherries. Lasts a log time,12 Nov 2023,Fenty Beauty,Lip,Yes
Good but I didn’t get to fully enjoy it,nataliaaaa11,Good except I tired to open it one day and it appeared to have sealed the applicator got stuck and when I tried to open it the rest of the lid came with except for the outer shell.✌🏻,12 Nov 2023,Fenty Beauty,Lip,Yes
Love this so much,jxrdxn97,This makes my lips feel sooo good after using! It’s not sticky at all and smells so good and looks very shiny,12 Nov 2023,Fenty Beauty,Lip,Yes
SAVE YOUR MONEY.,gabrielaaortizz,Sticky. sticky. sticky. I cannot stand this lip oil.. whenever i wear lip products i tend to blend them by rubbing my lips together but this just makes my lips stick together and doesn’t give me the buttery glide that i need. need.,10 Nov 2023,Fenty Beauty,Lip,Yes
Great,KatieZZllIop,"Love the look and the feel of this. It smells amazing and hydrates my pips. therefore, there is really no color so if you are just looking for a gloss that this is perfect. will be re pearchising.",10 Nov 2023,Fenty Beauty,Lip,Yes
A must have in my routine,Achantee,After using this product I’m very satisfied and happy about my purchase. Honestly I couldn’t stop putting it on my lips lol. My lips felt so soft and smooth.,9 Nov 2023,Fenty Beauty,Lip,Yes
Ehh...Save your money.,AsherSinclaire,"Not a fan of this product's texture. It's a somewhat sticky formula and the tactile sensations that I get from this product drives me nuts. 

Also, the value of this product is questionable. You get less product than in the Gloss Bomb and yet it also somehow costs more. I get that the products and ingredients are indeed different, but I can't believe they're so different that they could justify how little product you get. 

This one is going back.",8 Nov 2023,Fenty Beauty,Lip,Yes
A must have,MiaaaHerds,Literally amazing! So nourishing and I use it every day! Also smells very good.,7 Nov 2023,Fenty Beauty,Lip,Yes
"One or two flaws, but overall pretty!",G329,"The lip oil is nourishing, however it did feel a bit sticky on my lips. The lip oil did not last long on my lips for me, as well as the amount of lip oil was very less and it finished in a month even though I didn’t put it on daily.",7 Nov 2023,Fenty Beauty,Lip,Yes
Nasty,bigboris,"It always got in my mouth, it felt so sticky and it always got on my teeth and the consistency was so thick and sticky i hated it. I regret spending sm on it. It dried my lips out",7 Nov 2023,Fenty Beauty,Lip,Yes
Lovely lip oil,ghaz69,One of my best lip oil. Smell good and keep moisturizing my lips.,6 Nov 2023,Fenty Beauty,Lip,Yes
Nice lip oil to have,PoppyFranky,"Smell good, look good and pretty moisturizing. Composition is not great but it’s not bad.",5 Nov 2023,Fenty Beauty,Lip,Yes
Good for dry lips and for a pretty lippie,zoeyyyyyyyyy101,"This is one of my new favorite lip oils, it is affordable and has the big applicator, it is so pretty, and the cherry taste is amazing, it is nice on dry lips or just as a pretty lip gloss and their cruelty free, 100% I recommend",5 Nov 2023,Fenty Beauty,Lip,Yes
Won't Be Repurchasing,ChrissyB99,"Disappointed! I've been using this product for a month to give it a real chance, and it leaves my lips wrinkled like I've been swimming. It also caused breakouts around my lip line too, which I've never had before.",4 Nov 2023,Fenty Beauty,Lip,Yes
Lovely lip oil,YarnyLibrarian,"This lip oil is lovely. It's very easy to apply and it helps to keep my lips moisturized. As others have noticed, the applicator is fairly large and dispenses quite a bit of product. To avoid having too much on my lips and getting that gloppy feeling, I will apply it to just my upper lip and then rub my lips together to get it on my lower lip. I've found that that works to put the right amount on both lips. Other reviewers noted the cherry scent and flavor. I'm very sensitive to smells, and this isn't overwhelming in either scent or flavor for me.",1 Nov 2023,Fenty Beauty,Lip,Yes
No,girlypop101,"Do not need. Never made my lips feel “condition.” If anything, it made it feel dryer. Didn’t like how it made my lips feel too.",1 Nov 2023,Fenty Beauty,Lip,Yes
Summer must have,Luna812,"So hydrating, loved it as a summer product. The price is just a little high for such a small product.",29 Oct 2023,Fenty Beauty,Lip,Yes
,emmaz12,"SO PRETTY!!! it is so soft and the formula is amazing, best lip product❤️",28 Oct 2023,Fenty Beauty,Lip,Yes
,gadget23,"Lip oil is thick and hydrating with a non sticky finish. I was however disappointed in the packaging. I’ve only had it for 3 month and the cap has cracks in it. Perhaps cheap packaging.
Perhaps",27 Oct 2023,Fenty Beauty,Lip,Yes
,Pariiiiiiiiii,"Shine is good when you first apply it, but it rubs off too quick even when you’re not talking/eating. After it has worn off, the lines in the lips are exaggerated and they look super dry. Laneige is better.",26 Oct 2023,Fenty Beauty,Lip,Yes
I love it..,BerthaBih,"This oil is lasting and very moisturizing, lightly scented … will buy again…",24 Oct 2023,Fenty Beauty,Lip,Yes
Dior Lip Oil Dupe,kaimerritt,"I love the Fenty Lip Oil so much. It’s non-sticky, hydrating, and even got rid of my dry lips. It also has a sheer tint of red and pink. 10/10 would recommend to try.",23 Oct 2023,Fenty Beauty,Lip,Yes
,Patsue,I am loving the results! My co-workers compliment me a lot.,22 Oct 2023,Fenty Beauty,Lip,Yes
,Newbie72,Not too good alone. Used with the Gloss bomb lip plumper clear gloss it’s amazing. It needs something underneath for moisturizing your lips. It’s not moisturizing on its own and doesn’t look good on dry lips. Great with the plumper though!!,20 Oct 2023,Fenty Beauty,Lip,Yes
Not worth as much as it costs,Hailee0823,"To be honest, it's not worth the money it's nothing special. The packing rubs off really quickly, and the lid detaches. You're better off with vaisline. The only good thing about it is probably the nice smell",15 Oct 2023,Fenty Beauty,Lip,Yes
Great product,Clairxrose,My lips tend to get dry pretty often & this product is a great help! It has a very subtle scent & goes on pretty clear. The applicator is really nice & works well. A bit pricy but it has lasted me a really long time.,13 Oct 2023,Fenty Beauty,Lip,Yes
,ydpnt,"Love the texture and the smell, it doesn’t last supper long but for me it’s not an issue",13 Oct 2023,Fenty Beauty,Lip,Yes
The only lip oil you need,alisha7t,"This made my lips so soft and juicy, smells so good too and even just applying it is so fun because the applicator is the perfect size and it feels soft. For the stickiness, it’s like a 2/10 barely even noticeable",13 Oct 2023,Fenty Beauty,Lip,Yes
Not my favorite,mrsmunteanu,"This is very sticky and heavy, the applicator is wider so it deposits a lot of product. I did not notice any moisturizing benefit, just heavy gloss that globs on super thick",8 Oct 2023,Fenty Beauty,Lip,Yes
,bgutierrez039,"Great product, poor packaging. The top broke within a couple of weeks of me purchasing even though I was handling it extra carefully since reading bad packing reviews.",7 Oct 2023,Fenty Beauty,Lip,Yes
Mediocre and expensive,wylime,"It’s okay. There is very little color, the flavor/scent is very mild so not likely to be offensive (but, also boring.) It’s very thick and a ton comes out with the applicator, so I end up getting it on my sink or clothes half the time because it drips. I seem to use it up super quickly, after maybe a dozen uses it’s close to empty.",2 Oct 2023,Fenty Beauty,Lip,Yes
Good Moisturizing Product,Kasie00,Not sure what it’s supposed to “strengthen” but I do like this as a moisturizing lip oil with a nice shine. The scent is subtle and it goes on smooth. Better than some $10 lip oils but not as cushiony as Clayton’s.,29 Sep 2023,Fenty Beauty,Lip,Yes
"Rih blessing us, truly",alleyh0pee,"I buy this like I buy carmex. Top tier, only thing that keeps my lips moisturized during a workout. Also plumps my lips, not sure if that is a guaranteed thing.",26 Sep 2023,Fenty Beauty,Lip,Yes
Don’t really like the stickiness but it’s good,Anje1011,I love this lip oil it’s just that it’s sticky so I’m not really big fan but it’s really good and has a cute little color to it.,24 Sep 2023,Fenty Beauty,Lip,Yes
my fav lip oil !!,ilovevanilla,"it’s a very pretty lip oil and i love the applicator, the size accommodates all lip sizes and shapes. <3 it smells like natural cherries & it’s perfect for school if you live somewhere that’s hot. would definitely recommended <3",21 Sep 2023,Fenty Beauty,Lip,Yes
an absolute need,JuliannaTurja,i have an unhealthy amount of lip products and this is probably my favorite out of all of them. it is so so hydrating and not sticky at all. the smell is amazing and doesn't smell artificial. this makes me lips feel so soft and it's the first lip product i've actually ran out of bc i just have too many options and i needdd to repurchase. only complaint is that i just wish it had some color to it,20 Sep 2023,Fenty Beauty,Lip,Yes
Nothing Special,TonylleB,"Smells good, I usually apply my Aquaphor to my lips first and then the strengthening lip oil as a top coat & this my result…

Overall I feel like the product is okay though, regular degular",20 Sep 2023,Fenty Beauty,Lip,Yes
One of the bests lip oils,St3lla06,This stuff is like candy for the lips. It has a light pink tint and lasts very long but THE SMELL. IF I COULD EAT THIS I WOULD. It isn’t a offensive fake cherry scent like candies but a naturally sweet cherry.,14 Sep 2023,Fenty Beauty,Lip,Yes
10/10 product,cmb2023,This is my favorite lip product of all time. I’ve recommended this to so many of my friends. This will continue to be a repurchase from me!,14 Sep 2023,Fenty Beauty,Lip,Yes
amazing!!,annabelleprybil,"SO HYDRATING!! and has such a pretty color on the lips, it is a must have in your makeup bag and purse. i absolutely love the packaging and the scent, as well as the big applicator.",12 Sep 2023,Fenty Beauty,Lip,Yes
,herbopeapod,"I love the idea, but after using this my lips get so dry. I applied over three times and my lips started getting flaky. Love the finish of it but not what you need if you have dry lips.",11 Sep 2023,Fenty Beauty,Lip,Yes
"great product, bad packaging",Camii8,really good and love applicator. really thick brush on the end that goes great with the texture of the oil. the twist off thing is bad though and always break but still usable. also lasts longer than a lot of other lip oils.,11 Sep 2023,Fenty Beauty,Lip,Yes
1000000000/10,triciae0,I CANNOT keep this off my lips. 1000000/10 I bought this on a whim too.,10 Sep 2023,Fenty Beauty,Lip,Yes
must try!!,thegirlnelle,my lips feel absolutely amazing after using this product.,9 Sep 2023,Fenty Beauty,Lip,Yes
Favorite lip oil!!,beereen,LOVE this lip oil!!! Its thick but not in a lip gloss kinda way and it’s soooo hydrating! I bought it as a gift for Mother’s Day but sometimes I’ll use it haha. It lasts hours on my lips and doesn’t dry down. I’d 100% buy this again!,8 Sep 2023,Fenty Beauty,Lip,Yes
Must not,Jul1ett333,I have got this product 2 days ago and I just used it and the applicator broke.it also left white stuff around y lips,8 Sep 2023,Fenty Beauty,Lip,Yes
,Samantha1238348,"Hydrates well and makes your lips look and feel smooth. 8/10. The only things I don’t like are that it starts to feel a tad bit gritty after it settles and small amount
 for the price.",7 Sep 2023,Fenty Beauty,Lip,Yes
,lswp,Super hydrating and super shiny. Feels smooth and not sticky.  Love this product.  Lasted a descent amount of time.,6 Sep 2023,Fenty Beauty,Lip,Yes
This lip oil was a “meh” for me.,Nautis,"I always love a good lip oil. So, when I saw that Fenty Skin had a lip oil, I was excited to try it. I loved that it smelled like cherries. Like, who doesn’t like the smell of cherries. I was a little disappointed that it wasn’t a tinted lip oil. I found that the lip oil felt a little gritty and a little sticky. And I couldn’t quite tell if the lip oil was hydrating, especially when I would reapply it throughout the day. However, I liked the shine that it gave. And I absolutely, loved the applicator. But overall, this lip oil was a “meh” for me.",6 Sep 2023,Fenty Beauty,Lip,Yes
Cherry Candy,vxoxox,"I absolutely love the artificial cherry smell/ taste! It’s a thicker oil, very hydrating!",6 Sep 2023,Fenty Beauty,Lip,Yes
,helloyaoli,"Honestly have no complaints about this product, goes on smooth and last pretty long, really like the smell as well. Makes your lips look soooo good",5 Sep 2023,Fenty Beauty,Lip,Yes
Buy it!,karma0531,"Everyone who knows me knows that I spend a small fortune on lip moisturizing products each year.  I apply them constantly throughout the day (& night). What can I say, its my addiction , lol.  Anywho, I absolutely loved this product.  It was easy to apply, and my lips felt moisturized almost immediately.  I also liked that I didn't have to reapply for several hours.  There really wasn't much of a cherry scent as advertised, and the product did have a bit of sickness to it - just a little. With that being said, this will be a staple for me.  Get it, you won't be sorry.",2 Sep 2023,Fenty Beauty,Lip,Yes
Juicy Soft Lips,Monique423,"Nice product overall. This is perfect for people who have dry lips, Smokers or to hydrate your lips in the winter time. It’s just the packaging is fragile. The top will crack in your purse over time and you will have to used the internal base to finish the rest of the lip oil tube.",2 Sep 2023,Fenty Beauty,Lip,Yes
Don’t buy,arianaispretty,It’s horrible don’t listen to the good reviews like I did super sticky goes away in like 10 minutes and doesn’t even hydrate lips ur gonna regret it pls don’t waste ur money also has cheap packaging,31 Aug 2023,Fenty Beauty,Lip,Yes
love love love !,daniellakrick,"another amazing fenty product! so hydrating, soft, smooth, and beautiful! looks great on and lasts for quite a while. my only issue is not long after purchase the cap started to crack. be gentle while twisting the cap back on!",29 Aug 2023,Fenty Beauty,Lip,Yes
Not Sticky but Kinda Icky,trichology101,"The price is more reflective of the brand than the quality and quantity offered with the product. It's a decent size but just as others have noted it has a very ""cheap"" look and feel to the packaging. 

It does its job as a conditioning and strengthening lip oil, but it doesn't taste great. Because the Fenty glosses taste amazing my expectations were higher. This tastes like if cherry cough syrup was turned into a lip product except with way less artificial cherry flavouring and a way stronger chemical taste. It reminds me of old school lipsticks and how waxy and bitter they taste. 

I don't find it to be sticky, the absorption rate is quick (which could either be a good or bad thing) and the applicator is great for how big and soft it is. 

But because of the taste I would not buy again, it's pretty distracting.",29 Aug 2023,Fenty Beauty,Lip,Yes
Must have! Lasted my entire grad night!,brittanybr,Love! Lasts around 1-3 hours and even after the glossy look is gone my lips still feel SUPER hydrated. This and the Sephora lip sleeping max is THE cure for chapped lips in winter and summer.,27 Aug 2023,Fenty Beauty,Lip,Yes
best lip oil out there,Lexinha,literally the best lip oil I’ve ever tried. I’ve tried other high end ones and drug store ones but this one is just different- it conditions the lips so nicely and works as a gloss too because it’s so juicy! The only thing I don’t like is the price but anything for riri,24 Aug 2023,Fenty Beauty,Lip,Yes
Great scent and super hydrating!,HaleyS4894,"This lip oil makes your lips feel really nice and hydrated. Also the scent is amazing. Super cherry scent but also not too overpowering. Love the chunky applicator tip, it’s one of my favorite kinds of applicators. Consistency is nice too, not too sticky. Tube is very aesthetic and the colors are cute in the package 
The one reason this isn’t getting 5 stars is not long after owning it the lid cracked and was then cracked the rest of the time owning it. And after using about 3/4 of the tube, the lid separated from the plastic piece attached to the applicator and was sticky and I had to use the remainder without the top part of the lid, see photos. For the price, I would hope they would maybe reconsider the way the lid is designed cause the version feels a little cheap to me.",23 Aug 2023,Fenty Beauty,Lip,Yes
Love but not the smell,lawlizardo,Love this lip oil. I suffer from very dry lips and it's texture is great and has improved my lips a lot. I would re-buy but not a fan of the smell.,21 Aug 2023,Fenty Beauty,Lip,Yes
Good in a pinch,froggyetta,"It’s ok, it’s not out of the world but it’s not bad, the applicator is a bit hard/stiff, which I don’t like, I’ll finish the tube but I prob won’t get another since there’s better stuff out there",20 Aug 2023,Fenty Beauty,Lip,Yes
,maddieevanns,"bought this for my sister, she loves it, super moisturizing, sad its so small:(",19 Aug 2023,Fenty Beauty,Lip,Yes
,lanwnejeow,i loveee this lip oil i use it religiously every day. i’ve been using it everyday and it’s already almost out and i need a new one i love it,19 Aug 2023,Fenty Beauty,Lip,Yes
Not what I was expecting 😕,twlnk,"This just feels like a gloss compared to a real treatment for dry lips. I wear it as a lip gloss now, its nice but not what its marketed as so save some coin!! I didn’t experience any defects like others say",19 Aug 2023,Fenty Beauty,Lip,Yes
So so,christi1209,"Not sure how I feel about this yet. Really feels more like a lip gloss than an oil. It’s very sticky, my hair gets caught in it, if the wind blows. Not sure if I’m going to keep this. Not bad though",18 Aug 2023,Fenty Beauty,Lip,Yes
Waste of money,Abby000,"I loved this lip oil and I waited for it be in stock in stores but now it’s a waste of money, the applicator got stuck in the tube and I can’t get it out the top is only coming out!",17 Aug 2023,Fenty Beauty,Lip,Yes
