ReviewText,Title,Date,UserID,Brand,Product,CelebrityBranded
I really like this cream blush from fenty beauty. I’m getting more comfortable with using blush so I’m going to buy a more vibrant blush to try out. It could use more pigment,Fenty beauty product review,1 May 2023,eleshamx,Fenty Beauty,Blush,Yes
This blush is so cute! I love the formula and the colour of this blush! It goes on so nicely and lasts all day! Also the colour is really perfect!,Loveeeee,30 Apr 2023,islaymcleod,Fenty Beauty,Blush,Yes
"This is a super pretty blush, it’s a really unique colour! It looks even better with a fenty highlighter over top!",Super cute colour,30 Apr 2023,kassdt,Fenty Beauty,Blush,Yes
Love the color and the application of this product but it doesn't last. I have tried everything to make it last and it doesn't. Which is too bad because this is my favorite color in my collection. I guess I will be looking for a color dupe.,Lasts for 1 hour max,26 Apr 2023,oliviaaaa123,Fenty Beauty,Blush,Yes
"I enjoy strawberry drip and petal poppin. I combine the two to give myself a nice boost of color. I am of the neutral,golden,olive tone. I do not have a tan at the moment.",Cream blush powder combo,25 Apr 2023,Marizzle,Fenty Beauty,Blush,Yes
"I bought this looking for a new staple blush but wasn’t really impressed. There are cheaper, better, and bigger blushes available.",Not impressed,24 Apr 2023,ahreeahna,Fenty Beauty,Blush,Yes
It’s a Must have blush 🫶 Buildable coverage and great pigment,,21 Apr 2023,itsLeaLennon,Fenty Beauty,Blush,Yes
"Be careful to take a small amount to apply to cheeks or cheekbones as the color is very vibrant. Suitable for young people, full of girly feelings, praise this color.",Easy to use,18 Apr 2023,Derong,Fenty Beauty,Blush,Yes
"The photo of this color is not even close. THIS IS A VERY DARK BERRY. It has a sexy sheen and blends well but even when put on very lightly, it is a dark color.",Not at all like photo.,18 Apr 2023,mystic6,Fenty Beauty,Blush,Yes
"I loveeee this product, it’s so pretty and i was a bit skeptical about how bright the shade was at first but it ended up looking so natural and buildable, weather you want natural looking blush or a full on pink cheek, u can achieve both with this blush!!",Fav blush atm,16 Apr 2023,maaaddiii,Fenty Beauty,Blush,Yes
"This was my first cream blush! I love the shade Rose Latte, it looks lovely on my deep skin tone. The color payoff is great, it's so easy to apply and beautiful for everyday wear. Easy repurchase",Fav Cream Blush!,15 Apr 2023,ike96,Fenty Beauty,Blush,Yes
"Works great as a cheek and lip combo! So easy to blend, great packaging, just perfect 🥰",The best,14 Apr 2023,ACRCD,Fenty Beauty,Blush,Yes
IT’S SO UNDERRATED!!! I have never seen any color like that. The only con is you should refresh it frequently,What a color!,13 Apr 2023,aysheln,Fenty Beauty,Blush,Yes
"It has a nice shiny shimmer but it lacks pigment, I thought it’ll have a really good pigment to it but it looks like I have nothing on just glitter.","Lacks pigment, disappointed",13 Apr 2023,britneyyyo,Fenty Beauty,Blush,Yes
I honestly like this better than the rare beauty blush. Super easy to work with and such an amazing colour range. So happy I bought this. Miss Riri bodied this💁🏽‍♀️,,12 Apr 2023,catluver123,Fenty Beauty,Blush,Yes
"I'm just fell in love with my new blush, it is really fascinating product",A must have in my daily routine,8 Apr 2023,gularbeauty,Fenty Beauty,Blush,Yes
Fenty Cheeks Out Cream Blush has a is very easy to blend and lasts upto 8 h. It has a nice slip to it and clean be blended with a brush or your fingers. It has a radiant finish with very little shimmer. The shade 'Cool Berry' is the perfect midtone cool pink blush.,Holy grail cool toned blush,7 Apr 2023,Rodella,Fenty Beauty,Blush,Yes
Very beautiful color and easy to apply with fingers,,4 Apr 2023,Jubarreto,Fenty Beauty,Blush,Yes
The colour of this blush is super cute but it can be hard to blend out. I found that applying it with a sponge makes it look super nice on the skin!,,29 Mar 2023,lanyyy16,Fenty Beauty,Blush,Yes
it's SO TINY for the price you pay!!!!! makes the milk blush look bigger. also you gotta apply several layers for the colour to even show. not cute,,29 Mar 2023,Massiha,Fenty Beauty,Blush,Yes
This has good pigment but doesn’t last long enough for me,Great but fades,25 Mar 2023,heyheyheyy,Fenty Beauty,Blush,Yes
"To whomever reads this, do not buy this unless you're doing it for the name. This is the SMALLEST blush I've ever seen. For 24 bucks, you get a somewhat difficult blush to blend out that is LITERALLY the size of your hand's palm. I give it 2 stars because the color was beautiful, but it's so not worth it.",Super Small and a Waste of Money,24 Mar 2023,sykovvie,Fenty Beauty,Blush,Yes
I use this everyday and it can be  subtle or bold depending on how much you put on.,Perfect everyday blush,23 Mar 2023,gigimur,Fenty Beauty,Blush,Yes
I always struggled to blend cream or liquid blushes. This is the first cream blush that actually worked for me and it was effortless.,Easy blend!,18 Mar 2023,gabiene,Fenty Beauty,Blush,Yes
I’ve been using this for a month or so and i’ve loved it. I use a brush to put it on & it’s always very smooth. Never blotchy or over pigmented.,Real good,15 Mar 2023,ellakb04,Fenty Beauty,Blush,Yes
"I have so many cream blushes and for real this one is in the top 5. favorites . This pink shade is totally on trend and blends like a dream ! last all day , the packaging is lovely especially for travel . I have the shade summer time wine for the fall and winter and this shade is my summer shade . This lasts all day , applies over foundation , and even on he days when I skip the powder blush , it doesn't move  ! If you have not tried these , you must .",Love it,14 Mar 2023,michiepoo,Fenty Beauty,Blush,Yes
my fav blush ong rihanna cant disappoint this color is so pretty and blends very well,fav blush,13 Mar 2023,livsicily,Fenty Beauty,Blush,Yes
"Please bring back bikini martini! 
It is the best shade",,11 Mar 2023,lauraanner,Fenty Beauty,Blush,Yes
"The pigment, the blending ability, the wear, it’s flawless. Rihanna ily",Need every shade,10 Mar 2023,RLaine,Fenty Beauty,Blush,Yes
Please restock the shade Bikini Martini!! I have waited for 8 months and it’s my favorite blush shade and formula in the world. Why discontinue it when it is so popular ?,Bring back bikini martini,8 Mar 2023,MarcelaLeitonc,Fenty Beauty,Blush,Yes
I really like this blush! It can be sheer or very pigmented if you want it to be - its very buildable. I really love this blush and it pairs amazingly under a powder blush as well!,Must buy!,27 Feb 2023,hdhdf,Fenty Beauty,Blush,Yes
"I want the sale price of this, so I reluctantly choose this color, thinking this is too bold of color. Actually surprise how beautiful the color really is.",Bold color but don’t be afraid.,27 Feb 2023,MusicShirley,Fenty Beauty,Blush,Yes
"the best blush i’ve used, the color is beautiful with the slight shimmer. i normally think i look weird with blush but this is soooo natural but can be built up. love it!!",THE BEST,23 Feb 2023,zionbmiller,Fenty Beauty,Blush,Yes
A little goes a long way.  Love the color summertime wine. Blended out beautifully,,15 Feb 2023,TeriSaw,Fenty Beauty,Blush,Yes
Im light to light medium in skin tone and neutral and this looked more like a highlighter than blush. Wanted a true orange blush. Too much shimmer and not enough pigment.,Shimmery but not much pigment,15 Feb 2023,BreeAzai,Fenty Beauty,Blush,Yes
Love the blush! But want the shade BIKINI MARTIN BACK!!,BRING BACK BIKINI MARTINI,14 Feb 2023,cperontoxo,Fenty Beauty,Blush,Yes
Why does every line always discontinue the best color with the best reviews? It makes no sense to me why you would get rid of the most popular selling color. EXTREMELY disappointed in FENTY for this decision.,BRING BACK BIKINI MARTINI PLEASE!,12 Feb 2023,jennyjen0818,Fenty Beauty,Blush,Yes
"It's a good blush, but I found it a bit hard to apply, though that's probably just a me issue as this is my first cream blush but even after warming it with my fingers and on the back of my hand I found it very thick and hard to disperse on my cheeks. That being said, it still felt super lightweight in wearing it and looked great. Love the colour as well. 
It's just a very small amount for the price, even for Fenty standards. 
I can see why people love it, but it's just not for me and I probably wouldn't repurchase.","Great colour, but not the blush for me",10 Feb 2023,BernR,Fenty Beauty,Blush,Yes
"I have this cream blush in all wearable colours for me. I love it!  Easy to apply with a beauty sponge. Has pigment without being too much, blends and layers nicely.",,7 Feb 2023,JessTikson,Fenty Beauty,Blush,Yes
Love it so much and blends smoothly definitely recommend adding to your collection,COOL BERRY,4 Feb 2023,lizzylizz00,Fenty Beauty,Blush,Yes
amazing product i love the color and product in general,,4 Feb 2023,Baker54321,Fenty Beauty,Blush,Yes
"Beautiful colour, and currently obsessed with the Fenty Beauty cream blushes. It blends out really well over foundation and I love the pigment. I will definitely be purchasing again once I run out. I have oily skin and this blush has good staying power on my skin. Please note: most blushes tend to fade as the day wears on because blush is usually the first thing to go. If you want stronger & longer lasting colour, layer with a powder blush over.",,2 Feb 2023,KandyCee,Fenty Beauty,Blush,Yes
"I wear Fenty 445 and 21 in Eaze drop for reference.
I must be too dark for this shade. It’s a pretty color, but I had to dab way too many times to get it to even show up a little on my skin. Makes me sad because I really like the color but it’s too much effort than I’m used to for such a pricey product.",I had to give up on this,28 Jan 2023,JNayD,Fenty Beauty,Blush,Yes
I really think I’ll never use anything besides a cream for blush every again! So easy to blend. Very buildable. Petal poppin and Strawberry daiquiri are the two I have and they look quite similar on the face. Petal poppin is more true pink. The photo is daiquiri closest to my fingers and petal poppin in the other side.,Fave!,24 Jan 2023,SSRussy,Fenty Beauty,Blush,Yes
"i have this in bikini martini and its my favourite blush ever, im a medium skin tone but it still gives a good pay off despite its light shade. it reminds me of that viral dior blush in cream form. my only complaint is how tiny the product is, especially for the price.",tiny packaging beautiful product,23 Jan 2023,Minaa000,Fenty Beauty,Blush,Yes
"After doing a little more research on the color wheel, under tones, and over tones, trust me when I say this product is PHENOMENAL! I love the experience of the product of dipping my finger tips into it and then applying it to my face. I also love how smooth and bendable the formula is against any any foundation. If you have a more olive tone skin, the hint of purple in this shade balances out the cool/neutral undertone giving you a very natural, long lasting finish.",Brown Girl Friendly,17 Jan 2023,MissDianna1,Fenty Beauty,Blush,Yes
I really like this blush. the pink is very bright so it’s a bit less natural but that’s ok. i love to use this and i love the consistency. my one problem is that it’s a bit hard to blend and can show up a bit patchy but you just have to blend a lot.,really pretty,16 Jan 2023,Ir10,Fenty Beauty,Blush,Yes
"i always have trouble finding a blush that looks natural and not too reddish/bright because i’m very pale w pink undertones. this is the cutest, most flattering blush eva! i totally reccomend for all of my pale girlies 💓 also literally blends like a dream!",perf for porcelain skin!,16 Jan 2023,CeceliaLee,Fenty Beauty,Blush,Yes
really easy to blend and not too pigmented!! the colour isn't great on me but as a product it's the best cream blush i've tried,,15 Jan 2023,Pringle28,Fenty Beauty,Blush,Yes
"didn’t love this as mush as other Fenty products, it didn’t stay on long and was hard to keep clean",didn’t love,14 Jan 2023,MeganHall22,Fenty Beauty,Blush,Yes
Please please please bring back bikini martini yes we were gatekeeping it is the Dior cream blush twin better than rare beauty and Patrick ta (sorry) I think I may not survive without it please bring it back,Devastated bikini martini is gone,14 Jan 2023,afbh,Fenty Beauty,Blush,Yes
WHY WAS BIKINI MARTINI DISCONTINUED? I’m sorry we were gatekeeping if that’s the reason but this is the best cream blush Color in history WAY way superior to rare I ordered 6 from a backup supplier plz bring back,Plz bring back bikini martini,12 Jan 2023,afbh,Fenty Beauty,Blush,Yes
Both the texture and the color are literally perfect! It blends effortlessly into the skin and you only have to put a small amount.,,6 Jan 2023,mariepierxo,Fenty Beauty,Blush,Yes
"Pretty colour but no pigment whatsoever, used like half the pack on pale skin and after blending for under 3 seconds it disappeared completely. No pigment at all, no matter how much you use it, and you can't just avoid blending it either because it's a thick cream!!",no pigment,5 Jan 2023,chhavs123,Fenty Beauty,Blush,Yes
i love love LOVE the color! i have a rosy/pale skin tone and this shade looks so pretty and natural on me. there is a slight shimmer to the blush and it's so cute and subtle too.,color perfection!!!,3 Jan 2023,CeceliaLee,Fenty Beauty,Blush,Yes
One of my fave blushes for a pop of color! No notes!,Love!,31 Dec 2022,rachanne09,Fenty Beauty,Blush,Yes
i absolutely love this blush! gives you a lovely pop of colour. run don’t walk and go buy this right now,RUN DONT WALK,16 Dec 2022,oliviasherwood,Fenty Beauty,Blush,Yes
"if you are looking for the Hailey Biber baby doll pink blush, THIS IS IT. It looks fresh dewey and gorgeous on skin.","you don´t want this, you NEED this",15 Dec 2022,martinanieves,Fenty Beauty,Blush,Yes
"I can never get this to apply evenly without being patchy. I've tried this on top of several different base products, but it's patchy no matter what else I use and whether I use a little product or a lot. It feels rather dry so it's hard to spread, which is probably why. I've had more success with Milani and Canmake cream blushes.","Patchy, hard to spread",15 Dec 2022,helegg,Fenty Beauty,Blush,Yes
Love the product itself. I have the petal poppin shade and wanted a cooler pink to wear in the winter so I ordered the cool berry shade. It is NOT like the color pictured. This blush is basically purple. Very disappointed.,Not the same color in the picture online,6 Dec 2022,KatherineWW,Fenty Beauty,Blush,Yes
Really enjoy this product but it is def not in my holy grail category. I have it In Summertime and Cool Berry. Both lovely colors and very similar so you only need one. It applies smoothly and is easy to blend. Drys down to a natural matte. Only gripe is that it doesn’t last a full day.,Beautiful,17 Nov 2022,BABS,Fenty Beauty,Blush,Yes
"I bought this because the Strawberry Drip shade is kind of unique for a blush, and I can't seem to find something this vibrant in other brands, but this is so disappointing. It isn't blendable, it needs to be slightly creamier! It's a little too dry in the pan. It also has zero staying power.",Don't bother.,7 Nov 2022,rachaelsc,Fenty Beauty,Blush,Yes
"I am very happy with this product. It looks like a natural, healthy blush on my medium tone skin, and lasts all day. (I use a brush to apply it.)",Natural and long lasting,4 Nov 2022,pubsky,Fenty Beauty,Blush,Yes
I’ve been using it for a few weeks now and I’ve been loving it so far !,,30 Oct 2022,samantha0917,Fenty Beauty,Blush,Yes
"a little goes a looooong way with this product. I use powders in the winter and cremes in the summer so I don't know how I'll ever finish this but either way - pigmented, looks great on a cool skin tone, very blendable, stays all day. what else?",pigmented and blendable,16 Oct 2022,Carlsbarkley1,Fenty Beauty,Blush,Yes
"After using that blush few weeks, I’m still in love with it. The cream texture blended well",The best blush,15 Oct 2022,kellyannahonore,Fenty Beauty,Blush,Yes
"I've been into cream blushes recently and I had been looking for a redish-orangy everyday blush. I decided to purchase this blush in store and I do not regret it.
It's so easy to blend and I love that the color is not really pigmented to make it look too harsh on my skin tone (I'm light-medium brown).
Just perfect for everyday or sometimes I just put some concealer and this blush on and it looks so clean and natural.
I do not like that because of the formula, it gets messy very quickly though.",Perfect for everyday summer-fall,10 Oct 2022,AleCorGri,Fenty Beauty,Blush,Yes
"recently i’ve been loving doing a simple concealer, blush and mascara and this blush is just wonderful. i’ve used this every day for the last two months and haven’t made much progress on it either which is good for me",Wonderful for light makeup days,2 Oct 2022,Valitic,Fenty Beauty,Blush,Yes
This separates really easily and creates white patches of no blush! You can layer maybe but it fades fast. There are cheaper alternatives with better formulas.,Subpar,29 Sep 2022,deenaothman,Fenty Beauty,Blush,Yes
"love this product!!  I had seen it in a video and I loved it, it leaves luminosity on the skin and the color is very natural and beautiful, I loved it!!  😍",not missing in my makeup routine,28 Sep 2022,pao2212,Fenty Beauty,Blush,Yes
"Gorgeous shade on my fair skin, blends easily and lasts all day on me. I use a stippling brush to apply. Highly recommend","Beautiful shade, blends well, lasts",21 Sep 2022,alaboutbeauty,Fenty Beauty,Blush,Yes
UGHH where do I even start. It blends so beautifully & reminds me of the iconic Dior blush. Riri has this one downnnn,PERFECTION,21 Sep 2022,hanmill,Fenty Beauty,Blush,Yes
"I've used it a couple of times , it gives a pretty natural look , and it's easy to apply.",Easy application,16 Sep 2022,Gene0207,Fenty Beauty,Blush,Yes
I've recently fallen in love with cream blushes and this is one of the best.  It blends so quickly and easily.  It's buildable for a soft flush all the way up to a vibrant statement pink cheek.,Perfect pink cheek,16 Sep 2022,QueenKatesNY,Fenty Beauty,Blush,Yes
I acc love this product it’s so creamy and I literally melts into ur skin the color is gorgeous too,,10 Sep 2022,ninushiii,Fenty Beauty,Blush,Yes
I love the creamy texture of this blush. It blends really nicely.,I'm Blushing,9 Sep 2022,SunniSB,Fenty Beauty,Blush,Yes
"Love this cream blush. I have a deep winter cool skin tone. The Crush on Cupid, and Summertime Wine are a perfect match for me. Buildable color and application is easy with fingers. Glad I found!",Great For Cool Skin Tone,8 Sep 2022,Nico2020,Fenty Beauty,Blush,Yes
"I love this color on my skin tone, it seems dark but once on it is a perfect shade blush.",Must have for tan to olive skin tone,7 Sep 2022,lovenudecolors,Fenty Beauty,Blush,Yes
It was on sale so I bought it. I wouldn't repurchase it at the regular or sale price in the future. It's too thick and the color looks more yellow once applied.,I'll pass,31 Aug 2022,VestaV,Fenty Beauty,Blush,Yes
a bit darker than i thought and not as creamy as i’d hoped but it’s good,,25 Aug 2022,sophial1025,Fenty Beauty,Blush,Yes
"Very pretty Barbie pink color otherwise it’s a dud. I applied this to my fair skin and it blended away to pretty much nothing and picked up most of my foundation up underneath. The blush is a slightly oily texture- not in a dewy pretty sort of way, but in a ruin your makeup sort of way. I’ve tried some of the more neutral shades and not had any issues.",pretty pink but blends away to nothing on cheeks,21 Aug 2022,KristieErin,Fenty Beauty,Blush,Yes
Pretty good pigment but it runs out very quick. I am someone who uses a generous amount of Baluch but i hit pan way to soon. It was too expensive to be gone that fast,Good but…,14 Aug 2022,boofismoi,Fenty Beauty,Blush,Yes
I love it!!!…. The color is perfect ….. just with a little amount my cheeks looks awesome!!,,13 Aug 2022,CataQ,Fenty Beauty,Blush,Yes
"It’s good, creamy and lasts. Not my favourite shade and definitely smaller than expected for the price.",good but small,11 Aug 2022,malakn,Fenty Beauty,Blush,Yes
"I love the colour and found it easy to blend, but there is zero staying power. I love how it looks when I finish getting ready, but it completely disappears within an hour or two. Not recommended!",FADES REALLY FAST!,11 Aug 2022,JennyMo74,Fenty Beauty,Blush,Yes
"This blush is nicely pigmented but completely blendable, you can truly build it up or sheer it out and it feels like nothing on the skin. I have combination, acne-prone sensitive skin and it doesn't break me out or make me oily. It also lasts all day on me and it looks like the prettiest natural flush. I was kind of skeptical since I'm not a big fan of cream blushes but the color really caught my eye and I am pleasantly surprised! I was not expecting to like it as much as I do.",Prettiest cream blush i've tried in a while,6 Aug 2022,scbnana,Fenty Beauty,Blush,Yes
"So stunning, blends our beautifully! great shades. I love it doesn't mess with my foundation and I love I can wear it just fine even with my oily skin",Yes!,4 Aug 2022,SuperKing2716,Fenty Beauty,Blush,Yes
"Are you kidding me! this comes out so beautiful and melts and blends so perfectly. I thought this would be a fun crazy glam night shade only, but I can wears this anytime!","Purple people, Purple!",4 Aug 2022,SuperKing2716,Fenty Beauty,Blush,Yes
I love this creamy blush! It is so natural looking and the perfect pop of color. I use a smaller kabuki brush which I think looks better than finger application. A new go-to for me in the morning!,Perfect blush effect!,4 Aug 2022,kiwib,Fenty Beauty,Blush,Yes
"Great consistency and shimmer, just took a lot to actually build up pigmentation.",,2 Aug 2022,GigiNatural,Fenty Beauty,Blush,Yes
"I’d never normally use this color but was recommended it after a Sephora employee swatched it on me and I’m in love. Looks almost brown but comes out a rich berry, very natural looking, and doubles up as a great rich nude on lips. Also buildable from sheer to deep color. I carry it everywhere with me now.","buildable, rich color",24 Jul 2022,GlamSlam0708,Fenty Beauty,Blush,Yes
"Such a pretty bubblegum pink. Buildable and blends into the skins beautifully. Used my fingers to apply and it just melted in. Stayed all day with nothing under it, not even concealer. Will definitely try some other shades but this is the perfect Barbie pink.",,23 Jul 2022,VickieMax,Fenty Beauty,Blush,Yes
The product goes on easily and gives off a very natural glow.,,23 Jul 2022,LKMUWS,Fenty Beauty,Blush,Yes
"works pretty well, soaks into skin and loses the color just a little bet. probably best to carry around and reapply",works well,23 Jul 2022,myaweb,Fenty Beauty,Blush,Yes
I love love love this cream blush! So natural looking and doesn’t smudge and never looks caked. Love it!,,19 Jul 2022,Judyy99,Fenty Beauty,Blush,Yes
This was my first cream blush and it is beautiful. I have an olive skin tone and it compliments it so well! Would definitely recommend if you are looking for a cream blush,,16 Jul 2022,dupuieava,Fenty Beauty,Blush,Yes
"This is a great cream blush. Admittedly, I thought it wouldn’t last a long time because it appears quite small. I was wrong and I’ve come to appreciate the size of the packaging while traveling. I wear a lot of pink makeup so for me this is a must. It is the perfect pink that is buildable and looks so natural on the skin.",Gorgeous Pink!,15 Jul 2022,Bluebooda,Fenty Beauty,Blush,Yes
This specific shade for medium tan is so beautiful. It’s the right almost of shimmer giving you that natural no make up look. Definitely will be repurchasing once I’m done with it.,,15 Jul 2022,yv3tt3sm,Fenty Beauty,Blush,Yes
"Buildable color and a light formula. This is now my go to blush, I just love the way it blends into my skin.",Love it,13 Jul 2022,KarlaJoe,Fenty Beauty,Blush,Yes
I love the texture but Color fades easily..and doesnt last long..,,13 Jul 2022,Jdb12345,Fenty Beauty,Blush,Yes
Very much like the color in the picture and super cute on my cheeks!! Gives a little ‘sun burn on the nose and cheek’ effect.,,11 Jul 2022,lala1507,Fenty Beauty,Blush,Yes
super buildable and long lasting. love to pair it with a powder blush.,love ❤️❤️❤️,11 Jul 2022,claire999,Fenty Beauty,Blush,Yes
Disappointed that the blush has visible square sparkles but the ad said “shimmer”.,,11 Jul 2022,FoodieBeauty007,Fenty Beauty,Blush,Yes
I honestly love this so much it’s such a good pink shade for the summer time!!,,6 Jul 2022,bethmccarthy20,Fenty Beauty,Blush,Yes
it’s very pigmented and a pretty color but a little hard to blend. if you’re a beginner i’d say to look somewhere else.,,5 Jul 2022,YourEnemyWatson,Fenty Beauty,Blush,Yes
"I have Bikini Martini & Crush on Cupid. They are more on the matte side, but not fully matte. Topping them with a powder blush, translucent setting powder or mattifying setting spray can easily yield true matte results. As I have mature skin, I err on the side of dewy/luminous. I’ve found the best application for me is to use a brush, spray it with a setting spray (I use What it Dew) and apply in a stippling motion; any brush works.  I usually use a flat foundation brush by Anastasia or one of these by Morphe; M6, M449, R46, or M500. 

It lasts as long as I need it to, I’ve never had to reapply. They are very buildable! I have fair skin and have friends of different ethnicities, I’d definitely consider this cream blush line to be fully inclusive. 

Learning curve for those new to cream blush is very small with this brand. I’ve been using cream blush since Laura Mercier dropped hers. 

This blush sits nicely in the pan and is relatively firm. This is nice and gives you more control for building versus something creamier may be more difficult to control application. 

I’ll definitely be working on getting the entire collection. I love the brand although as with all brands, Fenty has its fair share of hits and misses. These are a hit and make a great addition to anyones collection. 

Colors are pretty much spot on compared to the online pictures, too.",An Absolute Must-Have For Blush Lovers!,5 Jul 2022,LoriCrosby,Fenty Beauty,Blush,Yes
love itttt. best blush ever for my olive skin. looks so natural and flattering. stays on for the whole day and easy to blend with fingers.,amazing on olive skin,3 Jul 2022,duygucennet,Fenty Beauty,Blush,Yes
"My favorite blush! Drama Cla$$ looks intimidating in the pan but is BEAUTIFUL on the cheeks. I have skin that's Fitzpatrick type 3 and it's not too dark for me at all. Very flattering, and easy to use with fingers or a brush. Buildable and lasts all day with a setting spray.",Favorite,2 Jul 2022,AngieMei,Fenty Beauty,Blush,Yes
the product is good and nice but it is a bit pricey for how small it is but I see how it is worth it but I think I got the wrong color for myself but overall it is a very nice formula so I would buy again in a different shade,,2 Jul 2022,vivian089,Fenty Beauty,Blush,Yes
The colour looked intimidating at first but it blends easily with fingers and looks absolutely beautiful. Skin still looks like skin.,LOVE ❤️,1 Jul 2022,yingsterrrz,Fenty Beauty,Blush,Yes
"Love love love it! I purchased this to complete the berry highlight! I absolutely love the two together, I love that it is not too shimmery and adds the right amount of rouge to the cheeks!",,26 Jun 2022,Tracets,Fenty Beauty,Blush,Yes
These are nice but not enough pigmentation for my taste. These are veryyyyyy subtle.,very subtle,23 Jun 2022,mayada1991,Fenty Beauty,Blush,Yes
"Absolutely divine. At first you might think its not enough product since it's small, but a little goes a long way. Very pigmented, I'd recommend applying with a blush brush or a dense foundation brush rather than a beauty sponge.",Pigmented and very easy to blend,13 Jun 2022,Jiggsaw,Fenty Beauty,Blush,Yes
Love this cream blush. Blends effortlessly and sits beautifully on top of makeup. Very pigmented and buildable. Looks good on all skintones! 5/5,,13 Jun 2022,alu16,Fenty Beauty,Blush,Yes
This is the perfect cream blush !!!! I'm obsessed!,,12 Jun 2022,yuliyac,Fenty Beauty,Blush,Yes
I have seen a lot of reviews of this item being expensive for what you get. I will say I thought that at first also. But I got Petal Poppin (my first one) about a year ago and wear it a few times a week and still have a good amount of product to go and I do use a good amount I just started to really hit pan on it. I find using a damp sponge works great with blending it out nicely and quick I have really dry skin and find that trying to use my finger just doesn't work or look as nice as a damp sponge.,Worth the price,10 Jun 2022,TiaMJ,Fenty Beauty,Blush,Yes
"The color of this was beautiful, but it didn't blend well by applying with fingers. When I looked up close in the mirror later that day it was patchy and building up in some areas. Wish the formula was a little more wet. Might have been easier to blend out more seamlessly! Unfortunately returning this one",Not Blendable,10 Jun 2022,APro89,Fenty Beauty,Blush,Yes
I love this product and it's easy to apply. The Rare Beauty blush is way too pigmented in my opinion and this blush is perfectly pigmented and the shade is so natural and pretty.,get this,9 Jun 2022,christycg,Fenty Beauty,Blush,Yes
"5/5 because I love riri and everything she does, but with oily skin i find for me personally this kind of slides off the skin. Very pretty shade though",good,7 Jun 2022,orwhatevah,Fenty Beauty,Blush,Yes
"Love the colour. Very natural and nice with a tan. Took a while to “figure out” how to use it, but when I did…. Love it.",,7 Jun 2022,kmwas,Fenty Beauty,Blush,Yes
huge fan of all the gentry blushes. this colour is super pink and you only need a little bit of it! has great blendibility and works well over powders for a touch up on blush since it is always the first makeup product to fade IMO.,,4 Jun 2022,lexb77,Fenty Beauty,Blush,Yes
"Drama Cla$$ is a gorgeous color (for me at least—I am very pale with neutral/olive undertones). The formula is so creamy and blends beautifully with just your fingers. I’m not sure it’s worth the price personally, but I’m happy with it.",,1 Jun 2022,Heidinseek,Fenty Beauty,Blush,Yes
I used to love it. But not anymore the color is nice but. It didn’t last on me there is other things better out there. Like rare beauty,,29 May 2022,Miramarmar,Fenty Beauty,Blush,Yes
wow. one of my fav cream blushes. goes perfect under the pink dior blush. im obsessed,,29 May 2022,romykay,Fenty Beauty,Blush,Yes
I absolutely adore this blush! I find that I really enjoy being able to use a cream blush as it is easier to work with and build to the desired effect. It's also very easy to blend out if you overapply in any one area. I have fair skin and this gives me a nice natural look. I find it works best using my fingers rather than a brush or sponge. The small packaging makes it easy to toss in a small bag for an overnight stay.,My New HG Blush,24 May 2022,jinxie8,Fenty Beauty,Blush,Yes
"I've recently been starting to use blush and figured as a cool, medium olive this would be a dream colour and it sure is. I used my fingers the first time and oh my the pigment, using a brush is definetly the way to go for a soft look.",,22 May 2022,brizznizz88,Fenty Beauty,Blush,Yes
"Amazing, soft warm blush! I got the rosé latte shade and it’s perfect for a warm, flushed look but not too pink or overwhelming. I use it in my go to makeup routine.",Glow from within,20 May 2022,Emilyyrosee,Fenty Beauty,Blush,Yes
"This was perfect against my medium skin tone! I didn't want the traditional pink or peachy tones because I like darker makeup. I almost didn't get it because it looked a little pink on the models, to me. But I'm so happy I tried it. It definitely gave a chocolate warmth to my cheeks, blended super well and felt hydrating to my dry skin. This is my favorite blush by far!",I'm in love!,11 May 2022,TheBloatedWitch,Fenty Beauty,Blush,Yes
"It's a lovely blush! The colour lives up to the name! It is pretty small, but a little goes a long way. Some of the reviews say that it's not very pigmented, but I don't find that at all with this shade. If you're a fan of cream blushes, try it out!",Lovely colour!,10 May 2022,Hanncol,Fenty Beauty,Blush,Yes
cute color and very natural looking on skin. it’s just kinda small and difficult to blend.,,10 May 2022,m4riela,Fenty Beauty,Blush,Yes
"Dabbed it on with my fingertips, easy to apply, buildable coverage and it provided just the right amount of color to my cheeks! I will buy again for sure",,6 May 2022,DiiMoney,Fenty Beauty,Blush,Yes
"I have a lot of cream and liquid blushes and the fenty ones are the ones I reach for the least. They are a good product that is really lightweight. The product is very sheer so the colours are not as intense as in the pan but they are also very buildable so you can get them to be more intense. They are a nice product, I just don’t use them much because I have blushes I like better.",a decent product,6 May 2022,Reyhoona,Fenty Beauty,Blush,Yes
"Used my finger to apply and I hated it. Was almost going to return it, then I tried applying with a small blush brush and omg that’s a game changer. Love this blush now! Have 3 colors. Only con is that it doesn’t last long on the skin.",,5 May 2022,rainbowwheel,Fenty Beauty,Blush,Yes
"SUPER small size for blush! The size of pan is not ideal for a range of brush sizes or styles as a result. Requires a lot of building for payoff and didn’t  last all day on my normal skin. I was disappointed. 
My quest for good cream blush continues…",,3 May 2022,IFR3783,Fenty Beauty,Blush,Yes
Good product but packaging is so small and I don’t love the white since it can be hard to keep looking clean.,,27 Apr 2022,amberc99,Fenty Beauty,Blush,Yes
