Title,UserID,Date,ReviewText,Brand,Product,CelebrityBranded
In love with this blush!!,hausofvictoria,15 Mar 2024,Wow Haus Labs!! They really did their thing with this blush! Super pigmented & beautiful shades that blends beautifully! I will buy this product over and over again! My 2 favorite shades are hibiscus haze & pomelo peach,HausLabs,Blush,Yes
I need to file a complaint Ms. Gaga,brookecl22,15 Mar 2024,"I LOVE this blush, but what the heck happened to the size?! This redesign looks like a mini, which would be nice if we still had a bigger full size like the original! Disappointing to say the least.",HausLabs,Blush,Yes
back and better than ever,nicolemonster,15 Mar 2024,"I was DEVASTATED when Haus Labs stopped selling their color fuse blushes because I thought they were INCREDIBLE (l've been a die hard pomelo peach fan since their original launch) so when they announced they were relaunching these blushes I was ecstatic! Then I was lucky enough to receive all 6 shades from Haus Labs in exchange for my honest review! The new packaging is soo cute it's probably my favorite packaging on any of their products thus far. The smaller size is great for bringing blush on the go. All this and two new BEAUTIFUL shades??? Can't be beat! I have fair skin (Haus Labs foundation shade 70) and was able to use fire moon like a bronzer and French rosette as blush and I LOVE the way it looks (pictured here)!! Haus Labs, you never miss!",HausLabs,Blush,Yes
"Long lasting, high pigment!",SJM1996,15 Mar 2024,"Haus Labs gifted me all of the shades of the Color Fuse Blushes. While I usually opt for a colour like Hibiscus Haze (and I do love that colour), shockingly my favourite is Watermelon Bliss. I was a bit intimidated by the color at first, but it is so beautiful on (see photo) and not overpowering. 

These blushes are definitely very buildable, while I use a very small amount for a more natural look, if you prefer more or a lot of colour, these will work great for you. 

A little goes a LONG way with these blushes as they have amazing pigment. They are also very long lasting and still look great after a days wear. Due to the high pigment and staying power, this blush will last me a very long time even with daily use. Would definitely recommend!",HausLabs,Blush,Yes
I’m Blushing,hunterkelley,15 Mar 2024,"Haus Labs gifted me this to try and I’m so happy they did because I feel like I always use too much or not enough with powder blushes but this one was easy to use. This blush is so smooth and easy to use, and is super buildable! It’s smooth and silky, and packaging for me makes or breaks a product and this compact is so cute and nice.",HausLabs,Blush,Yes
Powerhouse blushes!!! ⭐️⭐️⭐️⭐️⭐️,cosmislover,15 Mar 2024,"Haus Labs gifted me all shades - thank you!

At first glance, dragon fruit daze was mine and all my co-workers favorite shade (Sephora workers) but after trying all of them, I am OBSESSED with using fire moon to bronze and french rosette to blush. So creamy and pigmented!! I feel like so many brands are transitioning to liquids and cream blushes which is great but there's still a large portion of clientele that will always prefer and be more comfortable using powder blushes, yet now there's a misconception that they're drying and the opposite of hydrating. This is NOT true when it comes to the Haus Labs blushes! Honestly all powders from this brand are perfect for all skin types because everyone can use more hydration and this is why I will always prefer their powders over other brands!

I was actually playing around with eyeliner and decided the look came out too one dimensional so I decided to add every single blush to my look to add that dimension and uniqueness. The attached picture was how it turned out. I'm so happy with these products and all the creativity they've lended me while also being quality products!!",HausLabs,Blush,Yes
Perfect application!,johnrbarajas,15 Mar 2024,Thank you to Haus Labs gifting me all 6 shades of the Color Fuse Blush Powder and the Dual-Ended Multi-purpose brush. Highly recommend the Pomelo Peach blush. Gives that soft subtle look that’s perfect for an occasion! Easy to apply and long lasting.,HausLabs,Blush,Yes
The most pigmented blushes you will find!!,HeatherHarpole,14 Mar 2024,"Haus Labs gifted me 6 shades of the Color Fuse Blush Powder and the Dual-Ended Multi-purpose brush. My favorite shades I tried are the Hibiscus Haze, French Rosette, and Pomelo Peach. Each of these shades are incredibly pigmented and added amazing color to my face! Especially after winter these are the perfect tones to compliment my pale skin currently. I definitely will be giving these blushes out to my friends and family since they are now my favorite blushes I’ve ever tried!

TikTok video link to trying the blushes:
https://www.tiktok.com/@heather_harpole/video/7346284268722687275",HausLabs,Blush,Yes
Hello pigment!,hooliganx,14 Mar 2024,These blushes were love at first swipe! I was gifted these blushes by haus labs and fell in love with each one that has gone on my cheeks. These blushes are highly pigmented and blend like a dream. I personally love the fact that the packaging is more compact compared to the other ones so they don’t take up as much space in my vanity and are easier to travel with. An added bonus is all the great skincare properties that are a part of this blush. Definitely excited to have these in my collection and i suggest everyone else tries these as well!,HausLabs,Blush,Yes
So much pigment!,emilee1385,14 Mar 2024,"I just love how so little goes such a long way! And it js so smooth to the touch and blends amazingly! I am using the new color Fire moon and it is a nice nude blush! It is smaller than the original but I still think it will last awhile with how little you need to use!

I received this from Haus Labs to review.",HausLabs,Blush,Yes
Hydrating powder blush?! Only Haus Labs,missbiancap,14 Mar 2024,"Haus Labs kindly gifted me all six shades of the Color Fuse Blush Powder as well as the Dual-Ended Multi-Purpose Brush in exchange for an honest review.  As per usual, I’m in love. I’m a blush snob and have fallen into a routine of mostly cream and liquid blush products (as many of us have in recent years), so I was unsure of going back to a powder. Something magic is clearly infused into these blush compacts, because the formula is truly a hydrating powder. No kickback, no dryness. If you want a radiant, dewy complexion but love a powder product, this is THE ONE. In my photos, I’m wearing the shade French Rosette, and no, I am NOT wearing highlighter. My skin just looks healthy, perhaps it’s the squalane. And I also appreciate that it’s talc-free. 

Though I applied it with the Dual-Ended Multi-Purpose brush, a pigmented blush newb may want to use a fluffier brush and a light hand. (I’ll happily use the brush for creams.) There’s lots of pigment, but never patchy. Stefani Joanne and her team just always deliver quality!",HausLabs,Blush,Yes
I fell in love with this!,FaithVanryswyk,14 Mar 2024,"fell in love with this powder as soon as I put it on!! The color lasted all day for me - literally from 8 am until I got home at 7 it was still there!! The colors are great and pigmented you don’t need much to get some color, the brush worked amazing to apply it too!!",HausLabs,Blush,Yes
Love,catherina8,14 Mar 2024,"Pomelo Peach is my new everyday no makeup blush. It's such a pretty coral for just a touch of color. It's the same amazing pigmented formula as the original; still super blendable and light enough for summer.

I received this from Haus Labs in exchange for my honest review.",HausLabs,Blush,Yes
Beautiful but pricey.,asphyxiababe,14 Mar 2024,Absolutely love the color and amazing staying power. The size difference however is ridiculous.,HausLabs,Blush,Yes
Too small,abbydv,14 Mar 2024,"Way too small, I have the new one and original one and the new one is not even half the size of the OG. Not worth the price at all! Super disappointed",HausLabs,Blush,Yes
,kikiprit,14 Mar 2024,Received this today and I’m shocked at the size! It is less than half the size that it used to be. Not sure how the brand thought that was okay and to only decrease the price by $6. I will be returning,HausLabs,Blush,Yes
BLUSH YEAH 😊,babygrux2,14 Mar 2024,"I received the new Haus Labs Color Fuse Blushes in exchange for an honest review. I got the Color Fuse Blushes the first time around, and I can confidently say it’s the same amazing formula! Huge difference comes in the amount of product and new packaging; I personally prefer the updated packaging and getting less product for a lower cost! These blushes are EXTREMELY pigmented while remaining blendable; a little goes a long way! The new shades Fire Moon + French Rosette are a perfect edition to the extensive and universally flattering shade range! Can’t wait to display these cuties on my vanity!",HausLabs,Blush,Yes
Blush Perfection,leonettabeauty,14 Mar 2024,"I'm absolutely in love with the Color Fuse Blush Powder from Haus Labs! Not only does the packaging exude elegance, but the product itself blends like a dream, leaving a beautiful flush of color on my cheeks.",HausLabs,Blush,Yes
Great,mlaird0128,14 Mar 2024,I love this blush line. It goes on so smooth and easier to build. The shade range is great. I used these before they updated them and I still love them. The packaging it smaller which is nice. I did get gifted from haus labs.,HausLabs,Blush,Yes
Lady Gaga x Haus Labs never fails!!,emmanjo,13 Mar 2024,"First, thank you Haus Labs for gifting six new blush powders. This is my honest review: I am currently in the journey of finding the perfect one. The first shade I tried from this refreshed line is the French Rosette and you know what…. it’s exactly what i am looking for! This is my go-to-blush companion going forward.  Lady Gaga (via HL) is taking care of my complexion for sure! This is the first blush that blends well with my skin, a perfect companion with the Triclone Concealer (disclaimer: the concealer ain’t gifted; just guilty of being a daily user), and provides me with the natural glow/flush, that ain’t fake. My entire complexion looks exactly the same if not better 9 hours later after work. If you’re on a similar quest like me in searching for the best blush, this is IT!!! Beyond excited to try the other shades especially Hibiscus Haze shades….",HausLabs,Blush,Yes
Haus Labs does it again!,missjacocks,13 Mar 2024,"I received this product in exchange for an honest review, and honestly, I am not a blush girl, but I am in LOVE with these new blushes. I’m partial to Dragonfruit Daze! I used it and it will be in rotation this spring and summer. Thank you Haus Labs!",HausLabs,Blush,Yes
Dragon Fruit Daze,fashionedbylies,13 Mar 2024,"COLOR FUSE BLUSH POWDERS are one of my favorite products from Haus Labs. The pigment has great payoff and layering builds a beautiful saturation that allows creative control with versatile looks. With a silky smooth finish that is light-weight on the skin, these blush powders are perfect for both everyday and special occasions. I’m wearing the shade DRAGON FRUIT DAZE, a beautiful vibrant pink.

 I was gifted this product in exchange for an honest review",HausLabs,Blush,Yes
These are decadent!,CourtneyC512,13 Mar 2024,"I was graciously gifted these Color Fuse Blush Powders by Haus Labs. I’m in love with these new color options and the new packaging. It feels so lux. These blushes are so soft on the skin, so pigmented, and very blendable. Fire Moon is such a nice, neutral color that’s wearable daily and I really love French Rosette and Pomelo Peach for pops of pretty color for any time I need a quick face refresh. For my photos, I am wearing Fire Moon and Watermelon Bliss. You’ll love these, I promise. They’re gorgeous!",HausLabs,Blush,Yes
,23mortimer,13 Mar 2024,"This product was gifted to me by Haus Labs in exchange for an honest review. I am wearing the shade Hibiscus glaze layered on French Rosette. The new formula paired with the blush brush gives a lighter touch, yet still VERY buildable. I usually go for a more subtle blush most days, and these lighter shades made it easy to look natural but still add little bit of life and color back to my face after complexion products. Very easy to place the blush exactly where you want it on the face and it stays in place.",HausLabs,Blush,Yes
gorgeous haus labs blushes are back IM SO HAPPY,ceceuruc,13 Mar 2024,"HAUS LABS BLUSHES ARE REBRANDED AND BACK and i'm so happy haus labs gifted them to me😭 i had the watermelon bliss shade last year and i was obsessed with it but always wanted to try this pink one cuz it looks soooo pretty. Now i got the chance to try and i love it so much it's such a DELICIOUS pink i wanna eat it....Also it's such an easy apply blush and even tho it's powder it lays so smooth and almost creamy. I wasn't a blush girlie until haus labs put these out now i gotta wear my blush EVERY DAYYYYYY. Thank u so much i love u haus labs besties🥹💗 (btw i combined shade ""dragon fruit daze"" and ""fire moon"" in my selfie/ which maximizes its beauty cuz it adds extra dimension to it i love combining two shades🧚🏼‍♀️)",HausLabs,Blush,Yes
Upping my review from last time,Brianne5000,13 Mar 2024,"When I initially tried this blush, I gave it a 4 out of 5 because I didn't think it was very saturated. I was wrong! The color is super saturated and buildable. I have incorporated Pomelo Peach into my every day look. I was excited to try Hibiscus Haze (in the picture below) and it did not disappoint either. I also used the new dual ended brush to apply. Can't wait to experiment more with my new blush wardrobe!!

Also wearing from Haus Labs: 06 and 12 concealer, Fig lip glaze, and Peach Quartz highlighter. 

I was gifted this product in exchange for my review.",HausLabs,Blush,Yes
Love Fire Moon,LayceL,13 Mar 2024,I really like this blush! It’s very smooth on the skin and has beautiful pigment. It’s very silky and has a nice finish. The color matches very well with my pigment.,HausLabs,Blush,Yes
Haus Holy Grail,Samuelmgoh,13 Mar 2024,"I was gifted these new blushes from Haus Labs, including their two new shades, Fire Moon and Fresh Rosette. In combination with the Haus Labs dual sided brush, the application was seamless and diffused perfectly. Gaga did it again.",HausLabs,Blush,Yes
Perfect for daily use and going out,StefMayhem,13 Mar 2024,"I love the new packaging! The variety of pigments are wonderful to alternate for daily use and going out! I’m wearing Hibiscus Haze for this review. 

I was gifted this product for an honest review, and I love it!",HausLabs,Blush,Yes
I am BLUSHING!,poundsofmakeup,13 Mar 2024,"This blush was gifted to me! I would never expect this color to work on my med-tan complexion. For any one afraid of blush, please try French Rosette. A little goes a long way and it lasts alll day!",HausLabs,Blush,Yes
Unadvertised Travel Size!!,KiefWoman,13 Mar 2024,"Pretty shocking to receive the new size which is HALF the amount (5g) vs. the original (11g) for only $6 less. I love the original formula, but the unannounced size difference is off putting enough that I don't think I'll be ordering another color any time soon, if ever. Pretty disappointed, Haus Labs.",HausLabs,Blush,Yes
Fav blush right now!!,,13 Mar 2024,"Firstly I want to thank Haus Labs for sending me these blushes! So now for the review, I absolutely love the formula of these blushes, they always blend out so seamlessly and it’s coverage can be built up! Which I personally prefer, the package change is a big difference but personally I think that the color matching packaging matching the blush color is helpful especially in my makeup collection! The new shades are amazing too! In the picture I’m wearing ‘Fire Moon’ all over and it’s so pretty!! I would highly recommend these blushes they’re so amazing, quality is always on point!’",HausLabs,Blush,Yes
Half the product,beck727,13 Mar 2024,"I love these blushes. The colors are gorgeous and the formula is great. However, I got my new blush yesterday and was shocked at how much smaller they are compared to the originals. Half the size!!",HausLabs,Blush,Yes
Must have,jiglesias35,13 Mar 2024,Like the natural finish it gives very easy to blend love the color good for a everyday look,HausLabs,Blush,Yes
,birdeania,13 Mar 2024,This is one of the most beautiful powder blush formulas. I was so bummed when they were sold out. Rushed to order this and when I saw how small the packaging was I was truly disappointed. 11g to 5g for the same price. Shame!,HausLabs,Blush,Yes
another banger from HL!,hausofkristen,12 Mar 2024,i was gifted these blushes in exchange for an honest review! i am very happy to say i finally found a dupe for my fav MAC blush! french rosette is like sweet enough 2.0! i know that it was downsized but the pigment is outrageous and a very little bit goes a long way and you can tell they will last a very long time! also easier to fit in my makeup kit. 🩷,HausLabs,Blush,Yes
You Need This NOW!!!,hausofalyssa,12 Mar 2024,"I was gifted these blushes by Haus Labs
Each and every color is highly pigmented and goes on like silk. I was so surprised that all the colors went well with my skin tone. these are so light weight!!. I definitely recommend getting these blushes they're truly amazing. I definitely will be using these daily! 💕",HausLabs,Blush,Yes
Pigmented!,Ducky09,12 Mar 2024,"OBSESSED with this blush! I've tried all shades and they're all stunning. It is pigmented, so little is needed. It is buildable though, so if heavy blush is your thing, that's easily achievable. It goes on smoothly and flawlessly over foundation. Grab each shade! You won't regret it. Thanks Haus Labs for the gift! It's my favorite yet!",HausLabs,Blush,Yes
"Not your average blush, this is better!",veggielov3r,12 Mar 2024,"Haus Labs kindly gifted these blushes to me. For being a powder formula these blushes have an insane amount of pigment. I love how easy it is to apply lightly for a natural flush of color or build up the intensity. French rosette has the most beautiful neutral rose shade, it’s not an overwhelmingly pink color. I definitely prefer the new packaging, it’s easier to tell which shade is which.",HausLabs,Blush,Yes
Color Fuse blush is back!,brittie93,12 Mar 2024,"Haus Labs has re-launched its color fuse blush with brand new packaging and two NEW shades! I tried out one of the new shades, french rosette (right cheek), and an old favorite, watermelon bliss (left cheek). This is the same formula I know and love, but with the new colorful packaging I can reach for the shade I want instead of fumbling through my bag of silver compacts. The new compact is…well, more compact! It fits in the palm of my hand and travels more easily in my makeup bag. The Haus knows how to build a brush that complements the products nicely. Watch my video to see it in action! For transparency: Haus labs sent me these products in exchange for an honest review.",HausLabs,Blush,Yes
The Only Blush Powder I’ll Ever Use!!!,amazonianess,12 Mar 2024,"Absolutely Love This Blush Powder, (Fire Moon) is My Favorite, Perfect on My Skin 👌♥️ THIS WAS GIFTED BY HAUS LABS in Exchange for Honest Review.",HausLabs,Blush,Yes
THE PERFECT SHADE,grigiogirl,12 Mar 2024,i want to thank haus labs for sending me these. I have loved these blushes since they came out the first time. They are super pigmented and very easy to blend.,HausLabs,Blush,Yes
Dragon Fruit Blush - giving Dior dupe but better,lenapp,12 Mar 2024,Love this blush color and the vibrant color. It is very pigmented but blends well. This is after all day wear,HausLabs,Blush,Yes
Gorgeous!!,shaylahubley,12 Mar 2024,"I was gifted these blushes by Haus Labs in exchange for an honest review and I love them! They’re very pigmented, so it’s easy to build up an intense color, or to use a fluffy brush with a light hand for a more subtle look. They leave a natural finish and don’t cause my sensitive skin any issues! The packaging also feels luxurious and looks adorable in my drawer! 
I love mixing shades for dimension, so I’m wearing Hibiscus Haze with a touch of Dragon Fruit Daze on the apples of my cheeks in my photo (:",HausLabs,Blush,Yes
The shrinkflation is real.,kelseyg93,12 Mar 2024,"This blush used to be 11g and now it’s 5g. For only $6 less. It’s a shame because I love this product, but the lack of transparency about the major size difference is very off-putting.",HausLabs,Blush,Yes
My everyday blush!,LexCanez,12 Mar 2024,"These blushes have a great pigmentation, I think having the Haus labs blush brush helps a lot with application and making sure your don’t get blotchy results OR over barring color! Because the dual ended brush is so soft. I lovee the design of these blushes, having the blush color on the front makes it so easy to find and pick it out of my makeup box, I was gifted blushes from Haus Labs -so thank you Haus Labs!",HausLabs,Blush,Yes
Love product but hate shrinkage of product!,CosmicSiren,12 Mar 2024,"Don’t get me wrong I love the blushes, but I’m really disappointed the fact that the blushes shrunk in size and you’re basically paying for the same product but smaller packaging! Definitely worth the buy but if you bought the older product, you’re gonna be greatly disappointed. ￼",HausLabs,Blush,Yes
Best blush ever.,tracymartel,12 Mar 2024,"*product was gifted for review*
Color fuse blush has been my absolute favorite blush since its initial release. Pigmented enough to use as eyeshadow but also blends seamlessly into the skin on the face for a natural flush. I love that they have come out with new neutral shades for days when I feel less colorful! I recommend this product to literally everyone I meet.",HausLabs,Blush,Yes
Great,mlaird0128,12 Mar 2024,I love this blush line. It goes on so smooth and easier to build. The shade range is great. I used these before they updated them and I still love them. The packaging it smaller which is nice. I did get gifted from haus labs.,HausLabs,Blush,Yes
Easy to Apply and Blend,aumander,12 Mar 2024,I used a combo of French Rosette and Pomelo Peach. The formula is very easy to apply and blend. I was sent all 6 shades and the new brush in exchange for a review.,HausLabs,Blush,Yes
"Half the size, same cost.",cindylou22,12 Mar 2024,"I have all of the new and old blushes in each shade. The product has definitely been reformulatrd, but the most unbelievable thing is a blush half the size as the original, same price. Easy to give five stars if you received all colors for free in exchange of an review.


shameful",HausLabs,Blush,Yes
On-The-Go Makeup Lovers !,HayleysWorld,12 Mar 2024,"Thank you Haus Labs for another gift to review the Re-Introducing Color Fuse Blush 😁 The shade “Pomelo Peach” is THAT GIRL for me. I really like that it has shes butter as one of the ingredients and when you apply above your foundation, it really does feel smooth like butter! I appreciate that it is a smaller size than the OG color fuse blushes and I highly recommend it if you are an on the run makeup lover like myself",HausLabs,Blush,Yes
Shrinkflation,taybmarie,11 Mar 2024,"Lovely product, but I cannot believe they thought it was going to be okay to downsize the product SO much and still charge that price. Disrespectful, really.",HausLabs,Blush,Yes
seamless blend and beautiful color,mozalt,11 Mar 2024,"This was kindly gifted to be my Haus Labs for my honest review of the product. The Haus Labs Color Fuse Blush Powder just boosted up to the top of my blush ranks, and I love to use blush. The formula feels like a soft velvet powder and applies to the skin seamlessly and smoothly. I’m a blush lover so I love when they have a punch of color and these certainly do! they’re extremely pigmented but also not scary, they’re a beautiful mixture. I was able to use it both for drag (shade: Dragon Fruit Daze and Watermelon Bliss) and out of drag (shade: Fire moon). The only downside is that it’s smaller than the original release (which I wasn’t able to buy) but i’m happy that they brought them back because the formula is so unique. They are definitely a new staple in my daily routine! just like everything else released from Haus Labs, its truly amazing.",HausLabs,Blush,Yes
Lots of pigment!,Jesicalyn,11 Mar 2024,Wow wow wow at the pigment of these blushes! Thank you Haus labs for gifting me this new line! I love that a little product blends a long way. These felt very light on the skin & had a beautiful satin finish on top of my Haus Labs foundation. I think Dragon Fruit Daze will be my go to day blush and Fire Moon will be for sultry night looks! Cannot wait to recommend these to my friends!,HausLabs,Blush,Yes
New favorite! Highly recommend,jennyebeauty,11 Mar 2024,"This blush is my new favorite blush to use! It is a true to its shade which is a gorgeous beige peach shade, it is most definitely complimentary to those who have medium-tan skin tones. It’s pigmented and easy to blend!",HausLabs,Blush,Yes
🍉 🍉🍉,MariMariani,11 Mar 2024,"She’s cute for the summer on darker skin tones ❤️❤️❤️❤️
I love it !",HausLabs,Blush,Yes
😂,MariMariani,11 Mar 2024,At first I didn’t like it but the finish was as so pretty once I started being heavy handed on my skin complexion l. Nice everyday blush,HausLabs,Blush,Yes
So stunning!,hausofkaz,11 Mar 2024,I was gifted this blush by haus labs for an honest review and I'm in love! The color is beautiful and the pigment is incredible!! It's so easy to blend and is very buildable to fit your blush preferences.,HausLabs,Blush,Yes
Surprisingly small,dashriprock,11 Mar 2024,I have the prior version and the quality is the same. However this is so much smaller but the price difference doesn’t reflect that. Love Haus Labs but I might return this as I feel ripped off.,HausLabs,Blush,Yes
Bold but not hard to use,TonyPavlik,11 Mar 2024,I received this product from Haus Labs in exchange for my honest thoughts. Formula blends super well while still being pigmented! And I love the new packaging with the colors on top.,HausLabs,Blush,Yes
Must-have,Graceslays28,11 Mar 2024,"Loooovvveee this product (and Haus Labs) ! The blush is so pigmented, long-lasting, and Gorg. Thank you to Haus Labs for gifting me these :)",HausLabs,Blush,Yes
LOVE these,Glitterati89,11 Mar 2024,"This blush is so pigmented, as well as being a dream to blend. It’s travel friendly & I love that you can see the color on the top of the compact. I used Pomelo Peach & Fire Sun in my look.",HausLabs,Blush,Yes
Perfect pink!,CatwomanCaitlin,11 Mar 2024,"Thankful to be gifted products  from HAUS LABS! I’ve tried the previous blushes, but was excited to try out the new ones with the new packaging and colors! I’m glad they brought back Dragon Fruit Daze because it’s one I didn’t get a chance to purchase prior. This is now my go to pink for blush!",HausLabs,Blush,Yes
sad.,Polkaa,11 Mar 2024,the price increase is insanse. Loved the OG blush but the ratio of the size to price hike up just like milk makeup is absolutely insane. wont order the blushes again.,HausLabs,Blush,Yes
Gorgeous Pigment!,fiamarie,11 Mar 2024,"I was gifted this product by Haus Labs in exchange for my honest review. 
I ADORE this blush! I had the old color fuse blushes from before the re-design and I didn't think I could love them more than I already did! The new shades are gorgeous as well! Pomelo Peach and Dragon Fruit Daze are my favorites, and I love that the component is a perfect size to keep in my purse with a mirror for touch ups (not that you'll really need it because these blushes stay ON!). Highly recommend, I've used many of the colors on all of my friends and they really look beautiful on every different skin tone. The formula goes on so smooth and is highly pigmented, so you don't have to keep digging in the pan. Another win from Haus Labs!",HausLabs,Blush,Yes
great colors!!,avaf2022,11 Mar 2024,I have received this product from haus labs in exchange for an honest review. Their new color fuse blush powder is a must have in my everyday routine. My 2 favorite colors are fire moon and hibiscus haze. Fire moon is a bit of a bronze color and highlights my medium skin complexion. The blushes feel light weight like noting is on your face but also plays the same purpose as a regular blush would. Hibiscus haze is more of a pink-ish color which gives me a lighter complexion on my face. I used the angle side of the brush for a more sculpted look on my cheeks. I would recommend this product to everyone and will continue to use it in my makeup routine!!,HausLabs,Blush,Yes
VISIBLY HYDRATING,SkunkySweet,11 Mar 2024,"Multiple people complimented how bright and hydrated my skin looked while wearing Color Fuse Blush Powder.  I used the same combo of Dragon Fruit Daze and Fire Moon for two separate looks.  Once for a classy Boy Glam look, then for an outrageous Drag Queen Brunch, as Skunky Sweet.  For Boy Glam, I used Triclone Skintech foundation in shade 15.  These blushes fuse wonderfully with the Triclone Skintech foundation and enhanced a hydrated glow on my skin.  I amp up the amount of blush product I apply for drag makeup, and these formulas deliver in pigment.  The pink of Dragon Fruit Daze is what my gay dreams are made of.  The blushes can blend out to a soft natural finish, but I like people to notice I have bright blush screaming on my cheeks.  I can’t wait to create more blush focused looks with this gifted blush set from Haus Labs.",HausLabs,Blush,Yes
A must have!,kaitlynhudy,11 Mar 2024,I am obsessed with this blush.  I love the way the Fire Moon  shade gives me a subtle pop of color on my chick while stick looking natural.  This shade could really function as either a blush or contour! 10/10 highly recommend.,HausLabs,Blush,Yes
Smaller!,lozep,11 Mar 2024,I have every color of this blush. Just got the two new shades and omg they got smaller! What happened?,HausLabs,Blush,Yes
Watermelon BLISS 💕💕,Rajjay,11 Mar 2024,Surprised to receive this product from HausLabs. It’s so pigmented and of great quality. Watermelon bliss suits my skin tone just perfectly. Clean Ingredients are the best thing abt this brand. It’s one of the must have blush.,HausLabs,Blush,Yes
Warning: The re-released blushes are minis!,Jfulme1,11 Mar 2024,"I ordered two of the re-released blushes and while I love this formula and the colors, I did NOT notice that these are minis (only .18 oz). I don’t recall how much the original blushes were, but $32 seems pricey for a mini - especially considering their .42 oz bronzer is $38.",HausLabs,Blush,Yes
Buildable Formula,dewylouie,10 Mar 2024,"Loved how buildable this formula is! I tried the shade ‘Fire Moon’ and it was the perfect peachy, warm shade for my light-medium skin tone. #giftedbyhauslabs",HausLabs,Blush,Yes
A true staple product!,danisherrie,10 Mar 2024,I was gifted Haus Labs Color Fuse Blush and honestly this will be a staple in my beauty routine! The colors are so beautiful and super easy to blend. It's also really buildable which is always a plus in my book since I love that clowncore look! This look is featuring Pomelo Peach 🍑,HausLabs,Blush,Yes
Heavenly Pigmented,plasticd0ll,10 Mar 2024,"My favorite used to be “hibiscus haze”, but then this new shade came and I fell in love all over again. It blends out so nicely with the Haus Labs dual ended brush, and packs a punch in pigment! You don’t need a lot on the brush at all. Thanks Haus Labs and Sephora for gifting me the collection!",HausLabs,Blush,Yes
Buildable and blendable!,laurensolo,10 Mar 2024,Haus Labs was kind enough to gift me these blushes. The product gives the most gorgeous flush of color but  can easily build up to be more bold.  Every shade is absolutely stunning! The compact is sleek and I love that it has a magnetic closure. I'm wearing Pomelo Peach in the picture.,HausLabs,Blush,Yes
Great blushes for a kiss of color,vilma13,10 Mar 2024,"Cute brown peach,for a little color. I like how easy these blushes blend out. Haus was so kind to send me all 6 shades to review.  They are really cute with good color payoff.",HausLabs,Blush,Yes
Great for drag,vilma13,10 Mar 2024,"Love how bold this blush can be,great for my drag looks and a sultry look. Feels great on my skin even without foundation.  Haus sent me these to test out.",HausLabs,Blush,Yes
Soft build able color,vilma13,10 Mar 2024,"Haus generously sent me these blushes to test out,let me just say I love them.
They are very buildable and  feel velvety soft on naked skin. I love dragon fruit the most,so cute pink tones.",HausLabs,Blush,Yes
A MUST in your collection,beautyaddict81,9 Mar 2024,Yes yes yes ! I want it in every color ! I worked for 8 hours and it stayed all night long ! A must if you’re a blush lover,HausLabs,Blush,Yes
Same blush but smaller,Velann,9 Mar 2024,I love the blushes but I bought 2 last year and they were much bigger .39 oz. Now they're .18 oz for the same price. I'm glad I had points to get $10 off.,HausLabs,Blush,Yes
A must have for everyone,alexandria400,9 Mar 2024,"Haus Labs was kind enough to gift me these blushes but I’ve bought them myself before and I will again and again because they’re worth every penny! Insanely pigmented, beautiful and buildable. I was a bit apprehensive with some of the colors as I am very fair, but they’re all beautiful. Thank you!",HausLabs,Blush,Yes
So unique I love it,swagietrom,9 Mar 2024,"One of my favorite powder blush formulas. Never shows any pores, colors are so pigmented and easy to blend. This blush is very beginner friendly and I love how the colors are so beautiful and unique. Texture is soft i love it! I have never used a gel powder blush before and I have got to say this one is awesome!! I have dry skin and it never dries me out like other powder blushes :) I am wearing the shade french rosette and pomelo peach to add dimension. Received product for review.",HausLabs,Blush,Yes
Give it a try!,VitaminBeauty,9 Mar 2024,"Very pigmented, gorgeous color. 
Absolutely love it!!",HausLabs,Blush,Yes
"Great product, questionable brand ethics",Ritouche,9 Mar 2024,"Great product, awful social Media team. As a content creator, after posting a review of this product. Brand decided it would be a great idea to repost my content and removing me from the post. Not tagging me, not crediting me, not asking me. I’ve purchased every product from this brand with my own money. And for them to help themselves to free content is beyond me. They steal many creators content without credit or permission and continue to ignore us when we reach out to them. While it’s a great product I will be returning, because I refuse to support a brand that takes advantage of people",HausLabs,Blush,Yes
Super pigmented,JaimeCCC95,9 Mar 2024,"This so pigmented, it's great. I would be cautious if you're as fair skinned as me the darker colours are very pigmented, but I personally love it.",HausLabs,Blush,Yes
"The cleanest, most elegant,  perfect blush EVER.",reneelovesallbe,9 Mar 2024,"This blush... this color... the entire lineup... absolutely STUNNING!!! I chose this warmer rose color as the best choice for my fair cool skin. And this did not disappoint! I fell in love at first swipe! This highly pigmented formula is absolutely gorgeous and with the skin loving ingredients in it, it literally feels like nothing on my skin. It lasts for hours, with zero touch ups,  and the tiniest amount goes a long way, making this blush one you will have for a long time. I found one amazing thing with this blush. Yes, it's a powder, but it almost has a creamy feeling to it. Also, it gives off an inner glow. It is a natte formula, or natural, but after applied it doesn't shimmer, but it literally makes your skin glow. It's stunning, and I recommend  this to anyone who wants a truly Unique and perfect blush. This is as perfect as I have ever seen. And, there is zero fallout. It is the cleanest blush I have ever used.",HausLabs,Blush,Yes
